timestamp_ms,client_hostname:perf102-server_hostname:perf104-server_port:21000/hostname:perf102,client_hostname:perf102-server_hostname:perf104-server_port:22000/hostname:perf102
1459956699000,0.713148253937084,0.594347269750021
1459956700000,0.668521625650387,0.58768204121499
1459956701000,0.645499868779253,0.623506493911924
1459956702000,0.658419105669945,0.654945188814536
1459956703000,0.67366422363438,0.674362504683096
1459956704000,0.634143442717574,0.637735623814369
1459956705000,0.657146685247526,0.66289085475049
1459956706000,0.632105010577697,0.631472746824819
1459956707000,0.657652089798416,0.651489493566694
1459956708000,0.649519940814642,0.646017807058699
1459956709000,0.652391606825604,0.653026822977029
1459956710000,0.645490687598279,0.64969267890741
1459956711000,0.651736562097695,0.657671725214699
1459956712000,0.643034695600476,0.64276170415222
1459956713000,0.667461886285273,0.661221439214675
1459956714000,0.646152190248242,0.64283152934201
1459956715000,0.633972075755619,0.63503229096543
1459956716000,0.64869726706309,0.653125688159406
1459956717000,0.646897805801421,0.651727640360061
1459956718000,0.654739389204047,0.6533000518483
1459956719000,0.657671223415936,0.652781831202087
1459956720000,0.645783961777063,0.643191426375289
1459956721000,0.6390666484156,0.64048182930005
1459956722000,0.661786125883123,0.667010982876578
1459956723000,0.629710767654433,0.63414488517032
1459956724000,0.638009087554147,0.635357689425643
1459956725000,0.64407720664552,0.638197406510791
1459956726000,0.653674040626386,0.651218227989914
1459956727000,0.64071368381501,0.607932987082005
1459956728000,0.716931193841487,0.589256087792726
1459956729000,0.73034558424688,0.546958599213516
1459956730000,0.751499905442112,0.56679877482093
1459956731000,0.734375603874348,0.545487016878359
1459956732000,0.738869235689231,0.554858572644742
1459956733000,0.722853728395157,0.545527182429652
1459956734000,0.72714272191406,0.54497218858532
1459956735000,0.745708217983487,0.561375070853469
1459956736000,0.729166798552913,0.543620994183288
1459956737000,0.744067313704722,0.556610228835014
1459956738000,0.762567714196316,0.57586723445738
1459956739000,0.729425849178824,0.544725531829856
1459956740000,0.751948429672383,0.566883981437972
1459956741000,0.73167167013309,0.548826516687141
1459956742000,0.755055595815004,0.561253890429462
1459956743000,0.731515521159288,0.549911685428454
1459956744000,0.73009343393839,0.549862093724309
1459956745000,0.767924740996005,0.573076164361228
1459956746000,0.742445669385444,0.561649050176975
1459956747000,0.725666741034208,0.544349847329468
1459956748000,0.736794036221135,0.551664750923487
1459956749000,0.69841714190573,0.52597378048683
1459956750000,0.767214327861462,0.574770992141199
1459956751000,0.757733855633529,0.563602869041071
