timestamp_ms,CPU_000,CPU_001,CPU_002,CPU_003,CPU_004,CPU_005,CPU_006,CPU_007,CPU_008,CPU_009,CPU_010,CPU_011,CPU_012,CPU_013,CPU_014,CPU_015
1454526179794.57,2001.60442066574,4.99319246798371,0.998638493596743,0.998638493596743,0.998638493596743,0,2.66303598292465,2.33015648505907,9.32062594023626,9.32062594023626,14.31381840822,11.6507824252953,7.32334895304278,13.9809389103544,9.65350543810185,7.65622845090836
1454526182798.73,2002.55651363641,4.9930764136546,0.99861528273092,0.99861528273092,0.99861528273092,0,2.33010232637215,2.66297408728245,23.6338950246318,9.32040930548859,9.6532810663989,7.98892226184736,9.6532810663989,9.6532810663989,13.6477421973226,11.3176398709504
1454526185802.56,2002.4434949911,4.32780805234983,0.998724935157653,0.998724935157653,0.998724935157653,0,1.99744987031531,2.33035818203452,10.653065975015,21.6390402617492,11.3188825984534,6.32525792266514,7.32398285782279,5.6594412992267,9.98724935157654,7.32398285782279
1454526188806.37,2003.12266176274,4.66074742640491,0.998731591372481,0.998731591372481,0.998731591372481,0,1.99746318274496,2.33037371320245,6.99112113960736,12.9835106878422,10.3202264441823,19.6417212969921,6.65821060914987,6.65821060914987,10.3202264441823,8.32276326143734
1454526191810.12,2001.49812734082,3.99500624219725,0.998751560549313,0.998751560549313,0.998751560549313,0,1.99750312109863,2.3304203079484,6.32542655014565,8.98876404494382,9.65459841864336,15.980024968789,16.9787765293383,9.32168123179359,9.32168123179359,8.32292967124428
1454526194813.75,2002.90989060437,4.99395750649361,0.998791501298722,0.998791501298722,0.998791501298722,0,1.99758300259744,2.33051350303035,13.9830810181821,11.6525675151518,9.98791501298722,10.653776013853,19.6428995255415,17.978247023377,12.6513590164505,9.3220540121214
1454526197817.52,2002.48353265696,4.32789458429601,0.998744904068309,0.998744904068309,0.998744904068309,0,1.99748980813662,2.33040477615939,13.9824286569563,10.9861939447514,13.3165987209108,10.3203640087059,10.9861939447514,10.9861939447514,16.9786633691613,12.6507687848652
1454526200821.41,2002.40362167122,3.99482019286028,0.998705048215071,0.998705048215071,0.998705048215071,0,1.99741009643014,2.3303117791685,14.9805757232261,12.6502639440576,10.9857555303658,10.9857555303658,7.32383702024385,9.98705048215071,11.9844605785808,16.6450841369178
1454526203825.06,2002.23052176669,4.99392381551386,0.998784763102771,0.998784763102771,0.998784763102771,0,1.99756952620554,2.33049778057313,13.3171301747036,20.9744800251582,10.6537041397629,12.6512736659684,10.9866323941305,10.3207758853953,9.32199112229253,9.98784763102771
1454526206828.71,2002.23068451063,4.32806765856969,0.998784844285314,0.998784844285314,0.998784844285314,0,1.99756968857063,2.33049796999907,9.6549201614247,14.9817726642797,19.6427686042778,6.9914939099972,8.98906359856782,8.32320703571095,13.9829878199944,8.32320703571095
