timestamp_ms,node-0
1425585865521.55,0.123625237997966
1425585866591.49,0.0114711625625161
1425585867665.03,0.0248006446254679
1425585868747.69,0.00320689993336453
1425585869829.67,0.0213108296051934
1425585870913.83,0.0186077065124574
1425585871997.54,0.024195370482077
1425585873083.68,0.0336777097038344
1425585874167.94,0.00352848944491367
1425585875253.18,0.430347639418574
1425585876338.01,0.329486903255658
1425585877424.05,0.016675910048062
1425585878512.78,0.0157515998527169
1425585879599.37,0.0243223376455651
1425585880686.22,0.00315274735412267
1425585881773.34,0.0288941125303289
1425585882859.86,0.470786318526078
1425585883948.84,0.533052794735613
1425585885036.79,0.393089722132298
1425585886128.34,0.0144435365258112
1425585887217.57,0.0172662627151581
1425585888308.88,0.162162849317618
1425585889400.49,0.453737369810354
1425585890491.92,0.588451036920503
1425585891578.83,0.150684944894681
1425585892665.76,0.00779627531943042
1425585893747.12,0.00669658141658714
1425585894835.74,0.0202006949757871
1425585895923.59,0.00678082671122847
1425585897010.75,0.0319441911104115
1425585898092.32,0.0185021041034863
1425585899175.96,0.0159333318367616
1425585900262.13,0.0314182866904386
1425585901353.38,0.0158754611683849
1425585902439.97,0.0169745299589523
1425585903529.01,0.0935263859423213
1425585904613.45,0.00439214825841212
1425585905698.79,0.0133295408152821
1425585906785.72,0.04037977952613
1425585907877.02,0.0171073244430326
1425585908959.1,0.0328113960489148
1425585910049.79,0.0161533652518005
1425585911139.69,0.0118378384769602
1425585912232.18,0.059570224516234
1425585913320.29,0.0214046628563941
1425585914406.7,0.0254747040610706
1425585915493.29,0.0564640711191319
1425585916581.68,0.00345945421367438
1425585917668.74,0.00385398853253763
1425585918753.03,0.0297770917714194
1425585919839.79,0.00333577235767244
1425585920926.87,0.0172415495207381
1425585922015.28,0.0148513605215823
1425585923102.59,0.0129166578465797
1425585924186.53,0.029487500902064
1425585925271.49,0.0134572707986236
1425585926342.88,0.00496691264017311
1425585927416.56,0.0303016398494336
1425585928506.13,0.00362579516446562
1425585929578.87,0.00475213834313774
1425585930669.92,0.0321046169015471
1425585931757.71,0.00626982391370118
1425585932859.38,0.923142241433903
1425585933944.55,0.532492169519964
1425585935044.66,0.00228756789116854
1425585936141.04,0.000399434456384235
1425585937243.23,0.000247989016894189
1425585938335.66,0.000334907520751049
1425585939408.23,0.0196014392161424
1425585940496.8,0.00526391287667509
1425585941559.81,0.000154984429578725
1425585942660.59,0.00029275603792144
1425585943757.25,0.000254668741800553
1425585944858.72,0.000143439225945619
1425585945924.74,0.000239058362254828
1425585947025.13,0.000359253572453123
1425585948090.27,0.000151330322126957
1425585949191.91,0.000352563485233861
1425585950268.82,0.000370041082524149
1425585951368.93,7.2520029737797e-05
1425585952457.14,0.000423828136624169
