timestamp_ms,node-0
1425585865521.55,0.278041393770883
1425585866591.49,0.295824983955638
1425585867665.03,0.267140268238569
1425585868747.69,0.308253025966186
1425585869829.67,0.940611844369882
1425585870913.83,1.45872042509863
1425585871997.54,0.960063589431198
1425585873083.68,0.931541680693054
1425585874167.94,0.913570243371899
1425585875253.18,1.02046336475384
1425585876338.01,0.744294249653874
1425585877424.05,0.646925978536199
1425585878512.78,0.965081631671076
1425585879599.37,0.927780724520539
1425585880686.22,0.956466701115542
1425585881773.34,0.869148555952106
1425585882859.86,0.801428070672521
1425585883948.84,0.886762461495692
1425585885036.79,0.990278881707304
1425585886128.34,0.95315241212895
1425585887217.57,0.943969159348253
1425585888308.88,0.958942172186385
1425585889400.49,0.828293112030121
1425585890491.92,0.708096675375467
1425585891578.83,0.942771281607481
1425585892665.76,0.874985706359633
1425585893747.12,1.06736194360988
1425585894835.74,1.14218379692069
1425585895923.59,1.12991219438067
1425585897010.75,1.23323646141315
1425585898092.32,1.16761470934159
1425585899175.96,1.14330969124107
1425585900262.13,1.13155120966556
1425585901353.38,1.15600376815578
1425585902439.97,1.03609112723042
1425585903529.01,1.21646462341314
1425585904613.45,1.23319501240965
1425585905698.79,1.23053332674338
1425585906785.72,1.14554776784975
1425585907877.02,1.14703242645703
1425585908959.1,1.19731022055683
1425585910049.79,0.959684652129865
1425585911139.69,0.743554984505727
1425585912232.18,1.10541818121456
1425585913320.29,1.05871876030038
1425585914406.7,1.14896817130138
1425585915493.29,1.15521759768377
1425585916581.68,1.17326034420918
1425585917668.74,1.19466574154146
1425585918753.03,0.965488318886656
1425585919839.79,0.908753126840754
1425585920926.87,1.11499162241167
1425585922015.28,1.20179778358041
1425585923102.59,1.10632178327842
1425585924186.53,0.94091067414385
1425585925271.49,0.237103955225882
1425585926342.88,4.63631403881084e-05
1425585927416.56,7.1294042422178e-05
1425585928506.13,0.0121635628166398
1425585929578.87,0.000200356985887849
1425585930669.92,3.70963816923029e-05
1425585931757.71,0.0041716745300508
1425585932859.38,6.93066030794869e-05
1425585933944.55,0.000182947344312764
1425585935044.66,0.00736494169394481
1425585936141.04,9.52634924989528e-05
1425585937243.23,0.00373142309278625
1425585938335.66,0.00199282895584023
1425585939408.23,0.00370616159938196
1425585940496.8,0.000113798829860076
1425585941559.81,0.000181080138692617
1425585942660.59,9.25952481760648e-05
1425585943757.25,0.0159114159342588
1425585944858.72,5.00522042964159e-05
1425585945924.74,0.0034231064456037
1425585947025.13,8.17492059921055e-05
1425585948090.27,0.000109174366819213
1425585949191.91,4.73748276107375e-05
1425585950268.82,5.51178755771902e-05
1425585951368.93,0.000171668309051165
1425585952457.14,4.93516894053541e-05
