timestamp_ms,node-0
1425585865521.55,7.93274787237043
1425585866591.49,5.25265900029253
1425585867665.03,5.81008589996043
1425585868747.69,7.15764479253863
1425585869829.67,9.20578223054071
1425585870913.83,12.5929727100686
1425585871997.54,20.333757493506
1425585873083.68,20.726104832192
1425585874167.94,20.4058603505838
1425585875253.18,20.9838307580998
1425585876338.01,20.7483384042072
1425585877424.05,20.5732987701701
1425585878512.78,20.3544633348471
1425585879599.37,20.4385348177734
1425585880686.22,20.7198057396401
1425585881773.34,20.5521196211536
1425585882859.86,20.3563778415625
1425585883948.84,20.5384040286697
1425585885036.79,21.1698710921321
1425585886128.34,21.1805196828317
1425585887217.57,21.028479414552
1425585888308.88,21.1473154335783
1425585889400.49,20.5869292774099
1425585890491.92,20.1518894977878
1425585891578.83,20.3557953210542
1425585892665.76,20.6682598823009
1425585893747.12,20.7943460856998
1425585894835.74,21.0477621732829
1425585895923.59,20.9196654980594
1425585897010.75,20.8689669167248
1425585898092.32,20.8219756776009
1425585899175.96,21.0102537013776
1425585900262.13,21.1750787485412
1425585901353.38,21.0848644847652
1425585902439.97,20.5521221156657
1425585903529.01,20.7529791507536
1425585904613.45,20.9338622741632
1425585905698.79,20.9489145381049
1425585906785.72,20.7310852181502
1425585907877.02,20.8551001646518
1425585908959.1,21.1845019896503
1425585910049.79,21.0467757678254
1425585911139.69,20.8752856203341
1425585912232.18,20.8326960607825
1425585913320.29,20.8922910208627
1425585914406.7,21.0592881572463
1425585915493.29,20.455912085623
1425585916581.68,20.6932093109118
1425585917668.74,20.7018223649132
1425585918753.03,20.9243570655842
1425585919839.79,20.7278084191358
1425585920926.87,20.8009014138146
1425585922015.28,20.3358074864498
1425585923102.59,20.7692279424019
1425585924186.53,20.9559134452881
1425585925271.49,6.74277111450145
1425585926342.88,3.64592618808485
1425585927416.56,1.1459826033434
1425585928506.13,3.23500113132019
1425585929578.87,1.5265874444936
1425585930669.92,2.70868840111883
1425585931757.71,1.89456225833448
1425585932859.38,2.23221884810524
1425585933944.55,2.58550032507952
1425585935044.66,1.49099130982035
1425585936141.04,3.49798223510117
1425585937243.23,0.789751185616349
1425585938335.66,3.63665303644108
1425585939408.23,0.924592231551743
1425585940496.8,3.06049002249448
1425585941559.81,1.37526893403603
1425585942660.59,2.6078853227685
1425585943757.25,1.80100212307479
1425585944858.72,2.12646339645994
1425585945924.74,2.22810398255412
1425585947025.13,1.99342320553373
1425585948090.27,2.61496431688355
1425585949191.91,1.4355236857836
1425585950268.82,3.04094293659885
1425585951368.93,0.689646225638863
1425585952457.14,3.79558609759613
