timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904532915.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.441386968525,0,0,1217.02236102493,0,0,0,38.6356305087279,38.6356305087279,37.6364331679849,0,0,0,0,3.99678936297185,0
1424904536494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79418577419718,0,0,215.990560345442,0,0,0,7.82372016775211,7.82372016775211,4.75011581613521,0,0,0,0,0.838255732259154,0
1424904539496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6598446436948,0,0,370.429601368395,0,0,0,17.3222475460041,17.3222475460041,18.9878482715814,0,0,0,0,1.33248058046185,0
1424904542498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66185399861527,0,0,319.728225804157,0,0,0,10.3245572915926,10.3245572915926,5.66185399861527,0,0,0,0,0,0
1424904545501.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99728249314322,0,0,297.397029597433,0,0,0,8.32578470317561,8.32578470317561,3.99637665752429,0,0,0,0,0.666062776254049,0
1424904548503.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99836136969718,0,0,314.07579527074,0,0,0,6.99426479394013,6.99426479394013,6.3281443373744,0,0,0,0,0,0
1424904551507.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9958708034292,0,0,320.668631975194,0,0,0,7.32576313962021,7.32576313962021,4.6618492706674,0,0,0,0,0.3329892336191,0
1424904554510.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66386081132154,0,0,349.964714087367,0,0,0,6.99263462971904,6.99263462971904,4.66175641981269,0,0,0,0,2.99684341273673,0
1424904557514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32880607038995,0,0,349.524637390944,0,0,0,13.6481048885988,13.6481048885988,8.65489578301386,0,0,0,0,0,0
1424904560517.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66008212288845,0,0,387.882098421473,0,0,0,13.650786296378,13.650786296378,13.9837323036068,0,0,0,0,0,0
1424904563523.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99060119686703,0,0,349.342083780692,0,0,0,13.6409766047699,13.6409766047699,8.31766866144505,0,0,0,0,0.998120239373407,0
1424904566530.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3092440328844,0,0,406.383748651121,0,0,0,16.6278129562652,16.6278129562652,23.9440506570219,0,0,0,0,0.997668777375912,0
1424904569533.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99242487305419,0,0,389.910929826022,0,0,0,15.9826854241239,15.9826854241239,14.6507949721135,0,0,0,0,0,0
1424904572537.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32679881467022,0,0,325.2676526208,0,0,0,10.3206727034236,10.3206727034236,5.992648666504,0,0,0,0,0,0
1424904575540.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99699325091168,0,0,293.039340089142,0,0,0,10.3229767531402,10.3229767531402,8.32498125253245,0,0,0,0,0,0
1424904578543.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66253231184327,0,0,264.432189685969,0,0,0,7.99291253458847,7.99291253458847,5.66164637866683,0,0,0,0,0,0
1424904581546.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99737016179625,0,0,308.926585024486,0,0,0,9.32106075504916,9.32106075504916,5.6592154584227,0,0,0,0,0,0
1424904584550.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99795538013467,0,0,368.289775071491,0,0,0,11.987732280808,11.987732280808,6.99284383047134,0,0,0,0,0,0
1424904587552.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33054676503163,0,0,300.08226352935,0,0,0,4.99582014754745,4.99582014754745,1.99832805901898,0,0,0,0,0,0
1424904590555.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9983547074727,0,0,341.718654977831,0,0,0,7.99341882989079,7.99341882989079,4.99588676868174,0,0,0,0,0,0
1424904593558.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99617480547296,0,0,379.848383671628,0,0,0,9.98724935157654,9.98724935157654,2.99617480547296,0,0,0,0,0.998724935157653,0
