timestamp_ms,CPU_000,CPU_001,CPU_002,CPU_003,CPU_004,CPU_005,CPU_006,CPU_007
1424904532915.44,44.6308145531857,34.3057753655084,20.6500783753546,28.9767228815459,37.6364331679849,6.66131560495309,13.6556969901538,10.6581049679249
1424904536494.3,6.98546443549295,1.11767430967887,2.79418577419718,0.838255732259154,4.75011581613521,1.67651146451831,3.91186008387605,0.558837154839436
1424904539496.22,5.99616261207834,8.66112377300204,3.6643215962701,0.99936043534639,18.9878482715814,1.99872087069278,5.32992232184741,2.99808130603917
1424904542498.77,8.65930611552924,1.33220094085065,3.66355258733929,0,5.66185399861527,1.66525117606332,5.66185399861527,1.99830141127598
1424904545501.49,5.66153359815942,1.3321255525081,4.66243943377834,0,3.99637665752429,4.66243943377834,2.99728249314322,3.66334526939727
1424904548503.95,4.32978296767722,1.33224091313145,3.66366251111149,0,6.3281443373744,3.66366251111149,6.66120456565726,0.333060228282863
1424904551507.05,4.9948385042865,0.3329892336191,4.3288600370483,0,4.6618492706674,3.329892336191,3.9958708034292,5.99380620514381
1424904554510.21,7.65859983254942,0.332982601415192,4.66175641981269,0.332982601415192,4.66175641981269,0.332982601415192,5.32772162264308,2.33087820990635
1424904557514.29,6.3247315337409,1.99728364223397,3.32880607038995,0,8.65489578301386,0.998641821116984,5.65897031966291,0
1424904560517.78,17.3131923758941,10.3213262240907,4.99419010843099,2.99651406505859,13.9837323036068,5.66008212288845,13.650786296378,4.99419010843099
1424904563523.43,6.32142818269824,6.65413492915604,4.32518770395143,1.33082698583121,8.31766866144505,2.66165397166242,6.32142818269824,4.99060119686703
1424904566530.44,22.2812693613954,10.974356551135,1.99533755475182,3.32556259125304,23.9440506570219,10.974356551135,5.65345640513017,7.64879395988199
1424904569533.69,14.317822359111,10.6551236160826,3.32972613002581,2.66378090402064,14.6507949721135,4.66161658203613,4.99458919503871,4.99458919503871
1424904572537.37,3.99509911100266,6.99142344425466,6.65849851833777,10.3206727034236,5.992648666504,2.996324333252,9.98774777750666,3.99509911100266
1424904575540.38,2.66399400081038,1.33199700040519,6.99298425212726,0.998997750303894,8.32498125253245,1.33199700040519,3.32999250101298,0.332999250101298
1424904578543.04,3.3303802227452,1.99822813364712,5.32860835639231,0,5.66164637866683,4.32949428956875,3.99645626729423,1.33215208909808
1424904581546.99,1.66447513483021,2.99605524269437,5.99211048538874,1.33158010786417,5.6592154584227,0.998685080898124,9.6539557820152,0.665790053932083
1424904584550.06,2.33094794349045,2.996933070202,8.65780664725023,1.99795538013467,6.99284383047134,1.33197025342311,6.32685870375978,0.665985126711556
1424904587552.57,1.66527338251582,4.32971079454112,4.99582014754745,5.32887482405061,1.99832805901898,2.99749208852847,6.3280388535601,0.666109353006327
1424904590555.04,0.666118235824232,3.33059117912116,3.33059117912116,2.66447294329693,4.99588676868174,0.333059117912116,4.99588676868174,0
1424904593558.87,2.99617480547296,1.99744987031531,4.99362467578827,0.665816623438436,2.99617480547296,3.99489974063061,5.32653298750749,2.33035818203452
