timestamp_ms,CPU_000,CPU_001,CPU_002,CPU_003,CPU_004,CPU_005,CPU_006,CPU_007
1424904532915.44,2.33146046173358,1.33226312099062,5.66211826421012,3.99678936297185,3.99678936297185,4.66292092346716,3.6637235827242,7.66051294569605
1424904536494.3,0,0.279418577419718,0,0,0.838255732259154,0.558837154839436,0,0
1424904539496.22,2.66496116092371,0.333120145115463,0,0,1.33248058046185,0,0.99936043534639,2.66496116092371
1424904542498.77,0.333050235212663,0.666100470425326,0,0,0,0.666100470425326,0.666100470425326,0.666100470425326
1424904545501.49,0.666062776254049,0.666062776254049,0,0,0.666062776254049,0.333031388127024,0.333031388127024,0.666062776254049
1424904548503.95,0.333060228282863,0,0,0.333060228282863,0,0,0.333060228282863,0
1424904551507.05,0.665978467238201,0.665978467238201,0,0,0.3329892336191,0.3329892336191,0.998967700857301,0.665978467238201
1424904554510.21,2.66386081132154,3.32982601415192,0,0,2.99684341273673,0.998947804245577,2.66386081132154,3.99579121698231
1424904557514.29,0,0,0,0,0,0,0,0
1424904560517.78,0.332946007228733,0.332946007228733,0,0,0,0,0,0
1424904563523.43,0.332706746457802,0.665413492915604,0,0,0.998120239373407,0.332706746457802,0.332706746457802,0.998120239373407
1424904566530.44,0.332556259125304,0,0,0.332556259125304,0.997668777375912,0,0.332556259125304,0
1424904569533.69,0.332972613002581,0,0,0,0,0.332972613002581,0.332972613002581,0.332972613002581
1424904572537.37,0,0.665849851833777,0.332924925916889,0.665849851833777,0,0.665849851833777,0.665849851833777,0
1424904575540.38,0,0,0,0,0,0,0,0
1424904578543.04,0,0,0,0,0,0,0,0
1424904581546.99,0,0,0.332895026966041,0.665790053932083,0,0.332895026966041,0.332895026966041,0.332895026966041
1424904584550.06,0,0,0,0,0,0,0,0
1424904587552.57,0,0,0,0,0,0,0,0
1424904590555.04,0,0,0,0,0,0,0,0
1424904593558.87,0,0,0,0.665816623438436,0.998724935157653,0.665816623438436,0.332908311719218,0.998724935157653
