timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904532915.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32664450619136,0,0,1114.1050349284,0,0,0,52.957459059377,52.957459059377,10.6581049679249,0,0,0,0,7.66051294569605,0
1424904536494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838255732259154,0,0,87.4580147323718,0,0,0,1.39709288709859,1.39709288709859,0.558837154839436,0,0,0,0,0,0
1424904539496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66560072557732,0,0,181.550479087927,0,0,0,5.99616261207834,5.99616261207834,2.99808130603917,0,0,0,0,2.66496116092371,0
1424904542498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33220094085065,0,0,135.884495966767,0,0,0,1.33220094085065,1.33220094085065,1.99830141127598,0,0,0,0,0.666100470425326,0
1424904545501.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666062776254049,0,0,161.18719185348,0,0,0,6.66062776254049,6.66062776254049,3.66334526939727,0,0,0,0,0.666062776254049,0
1424904548503.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666120456565726,0,0,152.208524325268,0,0,0,3.33060228282863,3.33060228282863,0.333060228282863,0,0,0,0,0,0
1424904551507.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.159562977646,0,0,0,10.9886447094303,10.9886447094303,5.99380620514381,0,0,0,0,0.665978467238201,0
1424904554510.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665965202830385,0,0,204.118334667513,0,0,0,5.66070422405827,5.66070422405827,2.33087820990635,0,0,0,0,3.99579121698231,0
1424904557514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998641821116984,0,0,140.475616170456,0,0,0,2.66304485631196,2.66304485631196,0,0,0,0,0,0,0
1424904560517.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998838021686198,0,0,164.142381563765,0,0,0,4.66124410120226,4.66124410120226,4.99419010843099,0,0,0,0,0,0
