timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904532915.44,0,0,0,0,0,0,0,0,0,0,0,0,0,124.233536032375,0,0,0,0,43.9646829926904,0,0,240.473493338806,0,0,0,9.99197340742963,9.99197340742963,6.66131560495309,0,0,0,0,4.66292092346716,0
1424904536494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9727819291492,0,0,0,0,0.558837154839436,0,0,53.9277854420056,0,0,0,1.95593004193803,1.95593004193803,1.67651146451831,0,0,0,0,0.558837154839436,0
1424904539496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,101.934764405332,0,0,0,0,1.99872087069278,0,0,100.60228382487,0,0,0,6.66240290230926,6.66240290230926,1.99872087069278,0,0,0,0,0,0
1424904542498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,103.578623151138,0,0,0,0,0.999150705637989,0,0,140.880249494956,0,0,0,3.33050235212663,3.33050235212663,1.66525117606332,0,0,0,0,0.666100470425326,0
1424904545501.49,0,0,0,0,0,0,0,0,0,0,0,0,0,98.2442594974722,0,0,0,0,1.3321255525081,0,0,176.173604319196,0,0,0,7.65972192692156,7.65972192692156,4.66243943377834,0,0,0,0,0.333031388127024,0
1424904548503.95,0,0,0,0,0,0,0,0,0,0,0,0,0,104.580911680819,0,0,0,0,0.999180684848589,0,0,77.2699729616242,0,0,0,2.99754205454577,2.99754205454577,3.66366251111149,0,0,0,0,0,0
1424904551507.05,0,0,0,0,0,0,0,0,0,0,0,0,0,102.560683954683,0,0,0,0,0.3329892336191,0,0,112.550360963256,0,0,0,4.6618492706674,4.6618492706674,3.329892336191,0,0,0,0,0.3329892336191,0
1424904554510.21,0,0,0,0,0,0,0,0,0,0,0,0,0,100.893728228803,0,0,0,0,0,0,0,19.6459734834963,0,0,0,1.66491300707596,1.66491300707596,0.332982601415192,0,0,0,0,0.998947804245577,0
1424904557514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,104.857391217283,0,0,0,0,0.998641821116984,0,0,65.2445989796429,0,0,0,3.32880607038995,3.32880607038995,0.998641821116984,0,0,0,0,0,0
1424904560517.78,0,0,0,0,0,0,0,0,0,0,0,0,0,111.203966414397,0,0,0,0,2.33062205060113,0,0,182.454411961345,0,0,0,15.6484623397504,15.6484623397504,5.66008212288845,0,0,0,0,0,0
1424904563523.43,0,0,0,0,0,0,0,0,0,0,0,0,0,105.800745373581,0,0,0,0,0.665413492915604,0,0,162.360892271407,0,0,0,4.32518770395143,4.32518770395143,2.66165397166242,0,0,0,0,0.332706746457802,0
1424904566530.44,0,0,0,0,0,0,0,0,0,0,0,0,0,181.243161223291,0,0,0,0,3.99067510950365,0,0,189.224511442298,0,0,0,11.3069128102603,11.3069128102603,10.974356551135,0,0,0,0,0,0
1424904569533.69,0,0,0,0,0,0,0,0,0,0,0,0,0,138.849579622076,0,0,0,0,1.33189045201032,0,0,109.880962290852,0,0,0,4.99458919503871,4.99458919503871,4.66161658203613,0,0,0,0,0.332972613002581,0
1424904572537.37,0,0,0,0,0,0,0,0,0,0,0,0,0,110.19815047849,0,0,0,0,0.332924925916889,0,0,124.846847218833,0,0,0,4.32802403691955,4.32802403691955,2.996324333252,0,0,0,0,0.665849851833777,0
1424904575540.38,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5798050263375,0,0,0,0,0.332999250101298,0,0,116.549737535454,0,0,0,1.66499625050649,1.66499625050649,1.33199700040519,0,0,0,0,0,0
1424904578543.04,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5819123927871,0,0,0,0,0.33303802227452,0,0,106.239129105572,0,0,0,7.32683649003943,7.32683649003943,4.32949428956875,0,0,0,0,0,0
1424904581546.99,0,0,0,0,0,0,0,0,0,0,0,0,0,109.189568844862,0,0,0,0,0.332895026966041,0,0,75.2342760943254,0,0,0,2.66316021572833,2.66316021572833,0.998685080898124,0,0,0,0,0.332895026966041,0
1424904584550.06,0,0,0,0,0,0,0,0,0,0,0,0,0,104.226672330359,0,0,0,0,0,0,0,53.944795263636,0,0,0,1.99795538013467,1.99795538013467,1.33197025342311,0,0,0,0,0,0
1424904587552.57,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2544734503952,0,0,0,0,0.666109353006327,0,0,54.2879122700156,0,0,0,2.66443741202531,2.66443741202531,2.99749208852847,0,0,0,0,0,0
1424904590555.04,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9325430063806,0,0,0,0,0.333059117912116,0,0,14.9876603060452,0,0,0,0.666118235824232,0.666118235824232,0.333059117912116,0,0,0,0,0,0
