timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904532915.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3234338691632,0,0,1195.37308530883,0,0,0,53.2905248396247,53.2905248396247,20.6500783753546,0,0,0,0,5.66211826421012,0
1424904536494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.224344807436,0,0,0,75.7224344807436,75.7224344807436,2.79418577419718,0,0,0,0,0,0
1424904539496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.35979578174,0,0,0,100.269163679754,100.269163679754,3.6643215962701,0,0,0,0,0,0
1424904542498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333050235212663,0,0,1000.48290657884,0,0,0,99.9150705637989,99.9150705637989,3.66355258733929,0,0,0,0,0,0
1424904545501.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.760227157328,0,0,0,100.242447826234,100.242447826234,4.66243943377834,0,0,0,0,0,0
1424904548503.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.51292576172,0,0,0,99.9180684848589,99.9180684848589,3.66366251111149,0,0,0,0,0,0
1424904551507.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.29965779178,0,0,0,100.229759319349,100.229759319349,4.3288600370483,0,0,0,0,0,0
1424904554510.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.27973465124,0,0,0,100.227763025973,100.227763025973,4.66175641981269,0,0,0,0,0,0
1424904557514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332880607038995,0,0,999.97334354514,0,0,0,99.8641821116984,99.8641821116984,3.32880607038995,0,0,0,0,0,0
1424904560517.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332946007228733,0,0,1000.50275172234,0,0,0,100.549694183077,100.549694183077,4.99419010843099,0,0,0,0,0,0
1424904563523.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.11460009153,0,0,0,100.144730683798,100.144730683798,4.32518770395143,0,0,0,0,0,0
1424904566530.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332556259125304,0,0,999.331558671538,0,0,0,99.7668777375912,99.7668777375912,1.99533755475182,0,0,0,0,0,0
1424904569533.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332972613002581,0,0,1000.24972945975,0,0,0,100.224756513777,100.224756513777,3.32972613002581,0,0,0,0,0,0
