timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23
1459955955000,0,0,2,0,1.98,100,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1459955956000,0,0,2,0,0,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955957000,0,1,7.53,0,0,100,4,100,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0.99
1459955958000,0,0,13.19,0,1.98,100,2.97,100,0,0,0,0,0,0,0.99,0,0.99,0,1,0,0,0,0,0
1459955959000,1,0,11.83,0,4.95,100,1.01,100,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0
1459955960000,0,0,12.09,0,1.01,100,3.96,100,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0
1459955961000,0,0,13.19,0,2.97,100,1.98,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1459955962000,0,0,14.29,0,2.02,100,1.01,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955963000,0,0,13.19,0,1,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955964000,0,0,14.13,0,1.98,100,1.98,100,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0
1459955965000,0,0,12.09,0,3,100,2,100,0.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1459955966000,0,0,13.19,0,2.02,100,2.02,100,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0
1459955967000,0,0,11.11,0,3,100,1.98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459955968000,0,0,11.11,0,3.96,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955969000,0,0,12.09,0,2,100,2,100,0,0,0,0,0,0,0,0,0.99,0,0.99,0,0,0,0,0
1459955970000,0,0,12.09,0,3,100,2.97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955971000,0,0,12.09,0,3.96,100,1.01,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955972000,0,0,12.22,0,3,100,2.97,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955973000,0,0,12.09,0,2,100,1.01,100,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0
1459955974000,0,0,11.11,0.99,2.02,100,2,100,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0
1459955975000,0,0,12.09,0,3,100,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955976000,0,0,11.11,0,3,100,1,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
