timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,93.33,0.00,0.00,0.00,0.33,0.00,1.67,4.67
1427871326000,0.00,0.00,88.81,0.00,0.00,0.00,0.68,0.00,1.69,8.81
1427871329000,0.00,0.00,93.98,0.00,0.00,0.00,0.33,0.00,1.34,4.35
1427871332000,0.00,0.00,90.24,0.00,0.00,0.00,0.34,0.00,1.68,7.74
1427871335000,0.00,0.00,90.91,0.00,0.00,0.00,0.34,0.00,2.36,6.40
1427871338000,0.00,0.00,89.26,0.00,0.00,0.00,0.34,0.00,2.01,8.39
1427871341000,0.00,0.00,90.88,0.00,0.00,0.00,0.34,0.00,1.69,7.09
1427871344000,0.00,0.00,91.64,0.00,0.00,0.00,0.33,0.00,1.67,6.35
1427871347000,0.00,0.00,86.29,0.00,0.00,0.00,0.33,0.00,3.01,10.37
1427871350000,0.00,0.00,86.20,0.00,0.00,0.00,0.67,0.00,3.03,10.10
1427871353000,0.00,0.00,85.47,0.00,0.00,0.00,0.34,0.00,4.73,9.46
1427871356000,0.00,0.00,85.62,0.33,0.00,0.00,0.33,0.00,2.01,11.71
1427871359000,0.00,0.00,88.05,0.00,0.00,0.00,0.34,0.00,2.73,8.87
1427871362000,0.00,0.00,87.58,0.00,0.00,0.00,0.34,0.00,2.68,9.40
1427871365000,0.00,0.00,88.22,0.00,0.00,0.00,1.01,0.00,1.68,9.09
1427871368000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871371000,0.00,0.00,98.66,0.00,0.00,0.00,0.00,0.00,0.34,1.01
1427871374000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1427871377000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871380000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1427871383000,0.00,0.00,99.33,0.33,0.00,0.00,0.00,0.00,0.33,0.00
1427871386000,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.33,1.67
1427871389000,0.00,0.00,91.33,0.00,0.00,0.00,0.00,0.00,0.33,8.33
1427871392000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871395000,0.00,0.00,96.98,0.00,0.00,0.00,0.00,0.00,0.00,3.02
1427871398000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871401000,0.00,0.00,88.70,0.00,0.00,0.00,0.33,0.00,3.99,6.98
