timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,82.27,0.00,0.00,0.00,0.33,0.00,6.69,10.70
1427871326000,0.00,0.00,94.63,0.00,0.00,0.00,0.34,0.00,2.01,3.02
1427871329000,0.00,0.00,94.33,0.00,0.00,0.00,0.67,0.00,2.00,3.00
1427871332000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1427871335000,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00
1427871338000,0.00,0.00,89.30,0.00,0.00,0.00,0.33,0.00,2.68,7.69
1427871341000,0.00,0.00,88.59,0.00,0.00,0.00,0.34,0.00,2.35,8.72
1427871344000,0.00,0.00,91.25,0.00,0.00,0.00,0.34,0.00,2.02,6.40
1427871347000,0.00,0.00,92.98,0.00,0.00,0.00,0.33,0.00,2.01,4.68
1427871350000,0.00,0.00,90.27,0.00,0.00,0.00,0.34,0.00,1.34,8.05
1427871353000,0.00,0.00,94.30,0.00,0.00,0.00,0.00,0.00,1.68,4.03
1427871356000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871359000,0.00,0.00,93.96,0.00,0.00,0.00,0.34,0.00,3.02,2.68
1427871362000,0.00,0.00,94.65,0.00,0.00,0.00,0.33,0.00,2.68,2.34
1427871365000,0.00,0.00,94.30,0.00,0.00,0.00,0.34,0.00,1.68,3.69
1427871368000,0.00,0.00,85.05,0.00,0.00,0.00,0.33,0.00,0.33,14.29
1427871371000,0.00,0.00,98.99,0.00,0.00,0.00,0.00,0.00,0.00,1.01
1427871374000,0.00,0.00,93.69,0.00,0.00,0.00,0.00,0.00,0.66,5.65
1427871377000,0.00,0.00,93.65,0.00,0.00,0.00,0.00,0.00,0.00,6.35
1427871380000,0.00,0.00,92.64,0.00,0.00,0.00,0.00,0.00,0.00,7.36
1427871383000,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00,0.33,4.67
1427871386000,0.00,0.00,98.67,0.00,0.00,0.00,0.00,0.00,0.00,1.33
1427871389000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1427871392000,0.00,0.00,95.02,0.00,0.00,0.00,0.33,0.00,0.00,4.65
1427871395000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871398000,0.00,0.00,98.33,0.00,0.00,0.00,0.00,0.00,0.00,1.67
1427871401000,0.00,0.00,95.97,0.00,0.00,0.00,0.00,0.00,2.01,2.01
