timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,92.59,0.00,0.00,0.00,0.34,0.00,3.70,3.37
1427871326000,0.00,0.00,80.47,0.00,0.00,0.00,0.00,0.00,9.76,9.76
1427871329000,0.00,0.00,85.57,0.00,0.00,0.00,0.34,0.00,6.71,7.38
1427871332000,0.00,0.00,88.40,0.00,0.00,0.00,0.68,0.00,3.07,7.85
1427871335000,0.00,0.00,90.82,0.00,0.00,0.00,0.68,0.00,3.06,5.44
1427871338000,0.00,0.00,86.16,0.00,0.00,0.00,1.04,0.00,3.11,9.69
1427871341000,0.00,0.00,89.31,0.00,0.00,0.00,1.03,0.00,3.10,6.55
1427871344000,0.00,0.00,84.88,0.00,0.00,0.00,1.37,0.00,4.81,8.93
1427871347000,0.00,0.00,90.07,0.00,0.00,0.00,0.68,0.00,2.74,6.51
1427871350000,0.00,0.00,92.88,0.00,0.00,0.00,0.34,0.00,1.69,5.08
1427871353000,0.00,0.00,88.40,0.00,0.00,0.00,1.37,0.00,3.75,6.48
1427871356000,0.00,0.00,87.16,0.00,0.00,0.00,0.68,0.00,4.39,7.77
1427871359000,0.00,0.00,82.37,0.00,0.00,0.00,0.68,0.00,5.08,11.86
1427871362000,0.00,0.00,86.20,0.00,0.00,0.00,1.01,0.00,2.36,10.44
1427871365000,0.00,0.00,89.53,0.00,0.00,0.00,0.34,0.00,2.36,7.77
1427871368000,0.00,0.00,96.61,0.00,0.00,0.00,1.69,0.00,1.02,0.68
1427871371000,0.00,0.00,96.31,0.00,0.00,0.00,1.34,0.00,1.34,1.01
1427871374000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1427871377000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871380000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871383000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871386000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871389000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871392000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871395000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871398000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871401000,0.00,0.00,92.59,0.00,0.00,0.00,0.34,0.00,1.35,5.72
