timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,85.05,0.00,0.00,0.00,0.33,0.00,1.33,13.29
1427871326000,0.00,0.00,88.93,0.00,0.00,0.00,0.34,0.00,1.34,9.40
1427871329000,0.00,0.00,93.31,0.00,0.00,0.00,0.33,0.00,1.00,5.35
1427871332000,0.00,0.00,93.62,0.00,0.00,0.00,0.34,0.00,1.34,4.70
1427871335000,0.00,0.00,91.58,0.00,0.00,0.00,0.34,0.00,2.02,6.06
1427871338000,0.00,0.00,88.93,0.00,0.00,0.00,0.34,0.00,1.34,9.40
1427871341000,0.00,0.00,92.31,0.00,0.00,0.00,0.33,0.00,3.01,4.35
1427871344000,0.00,0.00,95.61,0.00,0.00,0.00,0.00,0.00,0.68,3.72
1427871347000,0.00,0.00,87.25,0.00,0.00,0.00,0.67,0.00,2.35,9.73
1427871350000,0.00,0.00,82.43,0.00,0.00,0.00,0.00,0.00,4.39,13.18
1427871353000,0.00,0.00,81.27,0.00,0.00,0.00,0.33,0.00,5.35,13.04
1427871356000,0.00,0.00,88.18,0.00,0.00,0.00,0.34,0.00,1.69,9.80
1427871359000,0.00,0.00,86.24,0.00,0.00,0.00,0.34,0.00,2.68,10.74
1427871362000,0.00,0.00,89.97,0.00,0.00,0.00,0.67,0.00,2.68,6.69
1427871365000,0.00,0.00,88.89,0.00,0.00,0.00,0.34,0.00,2.36,8.42
1427871368000,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.33,1.67
1427871371000,0.00,0.00,98.32,0.00,0.00,0.00,0.34,0.00,0.34,1.01
1427871374000,0.00,0.00,98.67,0.00,0.00,0.00,0.00,0.00,0.67,0.67
1427871377000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1427871380000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1427871383000,0.00,0.00,98.67,0.33,0.00,0.00,0.00,0.00,0.33,0.67
1427871386000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1427871389000,0.00,0.00,98.33,0.00,0.00,0.00,0.00,0.00,0.33,1.33
1427871392000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1427871395000,0.00,0.00,97.67,0.00,0.00,0.00,0.00,0.00,0.33,2.00
1427871398000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1427871401000,0.00,0.00,91.95,0.00,0.00,0.00,0.00,0.00,3.36,4.70
