timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,86.67,0.00,0.00,0.00,0.33,0.00,6.00,7.00
1427871326000,0.00,0.00,89.53,0.00,0.00,0.00,0.34,0.00,2.03,8.11
1427871329000,0.00,0.00,88.59,0.00,0.00,0.00,0.34,0.00,2.68,8.39
1427871332000,0.00,0.00,80.61,0.00,0.00,0.00,1.02,0.00,6.46,11.90
1427871335000,0.00,0.00,85.62,0.00,0.00,0.00,1.03,0.00,2.05,11.30
1427871338000,0.00,0.00,86.30,0.00,0.00,0.00,1.03,0.00,3.42,9.25
1427871341000,0.00,0.00,90.34,0.00,0.00,0.00,0.69,0.00,3.79,5.17
1427871344000,0.00,0.00,84.93,0.00,0.00,0.00,1.37,0.00,4.11,9.59
1427871347000,0.00,0.00,89.73,0.00,0.00,0.00,0.68,0.00,2.74,6.85
1427871350000,0.00,0.00,93.58,0.00,0.00,0.00,0.68,0.00,1.69,4.05
1427871353000,0.00,0.00,82.13,0.00,0.00,0.00,1.03,0.00,6.87,9.97
1427871356000,0.00,0.00,88.81,0.00,0.00,0.00,0.68,0.00,3.05,7.46
1427871359000,0.00,0.00,90.60,0.00,0.00,0.00,0.67,0.00,2.35,6.38
1427871362000,0.00,0.00,86.53,0.00,0.00,0.00,0.34,0.00,2.36,10.77
1427871365000,0.00,0.00,91.92,0.00,0.00,0.00,0.67,0.00,1.35,6.06
1427871368000,0.00,0.00,97.29,0.00,0.00,0.00,1.36,0.00,0.68,0.68
1427871371000,0.00,0.00,98.32,0.00,0.00,0.00,0.34,0.00,0.34,1.01
1427871374000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871377000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1427871380000,0.00,0.00,93.36,0.00,0.00,0.00,0.00,0.00,3.32,3.32
1427871383000,0.00,0.00,99.66,0.00,0.00,0.00,0.00,0.00,0.34,0.00
1427871386000,0.00,0.00,93.36,0.00,0.00,0.00,0.00,0.00,3.32,3.32
1427871389000,0.00,0.00,92.98,0.00,0.00,0.00,0.00,0.00,4.01,3.01
1427871392000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871395000,0.00,0.00,97.67,0.00,0.00,0.00,0.00,0.00,1.33,1.00
1427871398000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871401000,0.00,0.00,94.98,0.00,0.00,0.00,0.33,0.00,1.67,3.01
