timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,88.89,0.00,0.00,0.00,0.34,0.00,1.01,9.76
1427871326000,0.00,0.00,91.55,0.00,0.00,0.00,0.34,0.00,2.03,6.08
1427871329000,0.00,0.00,93.62,0.00,0.00,0.00,0.34,0.00,1.34,4.70
1427871332000,0.00,0.00,94.30,0.00,0.00,0.00,0.34,0.00,1.34,4.03
1427871335000,0.00,0.00,88.59,0.00,0.00,0.00,0.67,0.00,2.35,8.39
1427871338000,0.00,0.00,88.63,0.00,0.00,0.00,0.33,0.00,2.34,8.70
1427871341000,0.00,0.00,89.53,0.00,0.00,0.00,0.34,0.00,2.03,8.11
1427871344000,0.00,0.00,87.54,0.00,0.00,0.00,0.00,0.00,1.35,11.11
1427871347000,0.00,0.00,74.83,0.00,0.00,0.00,0.34,0.00,5.37,19.46
1427871350000,0.00,0.00,83.61,0.00,0.00,0.00,0.67,0.00,5.02,10.70
1427871353000,0.00,0.00,83.05,0.00,0.00,0.00,0.34,0.00,5.42,11.19
1427871356000,0.00,0.00,89.86,0.00,0.00,0.00,0.34,0.00,2.03,7.77
1427871359000,0.00,0.00,85.38,0.33,0.00,0.00,0.66,0.00,3.65,9.97
1427871362000,0.00,0.00,88.89,0.00,0.00,0.00,0.67,0.00,2.02,8.42
1427871365000,0.00,0.00,86.91,0.00,0.00,0.00,0.67,0.00,2.68,9.73
1427871368000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1427871371000,0.00,0.00,98.33,0.00,0.00,0.00,0.00,0.00,0.33,1.34
1427871374000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871377000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1427871380000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871383000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1427871386000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871389000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871392000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871395000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1427871398000,0.00,0.00,97.99,0.00,0.00,0.00,0.00,0.00,0.00,2.01
1427871401000,0.00,0.00,84.62,0.00,0.00,0.00,0.00,0.00,4.01,11.37
