timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,92.33,0.00,0.00,0.00,0.33,0.00,3.33,4.00
1427871326000,0.00,0.00,88.59,0.00,0.00,0.00,0.00,0.00,4.03,7.38
1427871329000,0.00,0.00,89.86,0.00,0.00,0.00,0.34,0.00,2.36,7.43
1427871332000,0.00,0.00,87.21,0.00,0.00,0.00,0.34,0.00,3.37,9.09
1427871335000,0.00,0.00,87.25,0.34,0.00,0.00,1.01,0.00,3.69,7.72
1427871338000,0.00,0.00,84.59,0.00,0.00,0.00,0.68,0.00,3.77,10.96
1427871341000,0.00,0.00,90.69,0.00,0.00,0.00,0.69,0.00,3.10,5.52
1427871344000,0.00,0.00,81.08,0.00,0.00,0.00,1.35,0.00,6.42,11.15
1427871347000,0.00,0.00,89.80,0.00,0.00,0.00,0.34,0.00,2.72,7.14
1427871350000,0.00,0.00,95.93,0.00,0.00,0.00,0.68,0.00,1.36,2.03
1427871353000,0.00,0.00,82.94,0.00,0.00,0.00,0.68,0.00,7.17,9.22
1427871356000,0.00,0.00,85.42,0.00,0.00,0.00,1.02,0.00,4.75,8.81
1427871359000,0.00,0.00,88.26,0.00,0.00,0.00,0.67,0.00,2.35,8.72
1427871362000,0.00,0.00,87.12,0.00,0.00,0.00,0.34,0.00,2.03,10.51
1427871365000,0.00,0.00,90.57,0.00,0.00,0.00,0.34,0.00,2.69,6.40
1427871368000,0.00,0.00,97.99,0.00,0.00,0.00,0.34,0.00,0.34,1.34
1427871371000,0.00,0.00,95.64,0.00,0.00,0.00,0.00,0.00,0.34,4.03
1427871374000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1427871377000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1427871380000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871383000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871386000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871389000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871392000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871395000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871398000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871401000,0.00,0.00,94.65,0.00,0.00,0.00,0.33,0.00,2.01,3.01
