timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,94.63,0.00,0.00,0.00,0.34,0.00,1.01,4.03
1427871326000,0.00,0.00,84.41,0.00,0.00,0.00,0.34,0.00,2.03,13.22
1427871329000,0.00,0.00,94.63,0.00,0.00,0.00,0.34,0.00,1.01,4.03
1427871332000,0.00,0.00,89.23,0.00,0.00,0.00,0.34,0.00,0.67,9.76
1427871335000,0.00,0.00,87.21,0.00,0.00,0.00,0.34,0.00,2.36,10.10
1427871338000,0.00,0.00,91.92,0.00,0.00,0.00,0.34,0.00,2.02,5.72
1427871341000,0.00,0.00,91.28,0.00,0.00,0.00,0.34,0.00,2.35,6.04
1427871344000,0.00,0.00,89.63,0.33,0.00,0.00,0.33,0.00,1.34,8.36
1427871347000,0.00,0.00,84.72,0.00,0.00,0.00,0.66,0.00,2.66,11.96
1427871350000,0.00,0.00,84.51,0.00,0.00,0.00,0.67,0.00,3.70,11.11
1427871353000,0.00,0.00,86.58,0.00,0.00,0.00,0.34,0.00,3.69,9.40
1427871356000,0.00,0.00,83.05,0.00,0.00,0.00,0.00,0.00,4.41,12.54
1427871359000,0.00,0.00,84.75,0.00,0.00,0.00,0.34,0.00,2.71,12.20
1427871362000,0.00,0.00,89.30,0.00,0.00,0.00,0.33,0.00,2.68,7.69
1427871365000,0.00,0.00,86.71,0.00,0.00,0.00,1.00,0.00,2.33,9.97
1427871368000,0.00,0.00,96.99,0.00,0.00,0.00,0.00,0.00,0.33,2.68
1427871371000,0.00,0.00,97.99,0.00,0.00,0.00,0.00,0.00,0.33,1.67
1427871374000,0.00,0.00,89.63,0.00,0.00,0.00,0.00,0.00,0.33,10.03
1427871377000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1427871380000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67
1427871383000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1427871386000,0.00,0.00,97.66,0.00,0.00,0.00,0.00,0.00,0.33,2.01
1427871389000,0.00,0.00,97.33,0.00,0.00,0.00,0.00,0.00,0.33,2.33
1427871392000,0.00,0.00,98.66,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1427871395000,0.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.33,2.67
1427871398000,0.00,0.00,98.66,0.00,0.00,0.00,0.00,0.00,0.33,1.00
1427871401000,0.00,0.00,93.02,0.00,0.00,0.00,0.00,0.00,1.66,5.32
