timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,98.66,0.00,0.00,0.00,0.33,0.00,0.67,0.33
1427871326000,0.00,0.00,97.32,0.00,0.00,0.00,0.34,0.00,1.34,1.01
1427871329000,0.00,0.00,97.32,0.00,0.00,0.00,0.33,0.00,1.00,1.34
1427871332000,0.00,0.00,96.95,0.00,0.00,0.00,1.02,0.00,1.02,1.02
1427871335000,0.00,0.00,94.93,0.00,0.00,0.00,0.68,0.00,2.03,2.36
1427871338000,0.00,0.00,96.93,0.00,0.00,0.00,0.34,0.00,1.02,1.71
1427871341000,0.00,0.00,98.97,0.00,0.00,0.00,0.34,0.00,0.34,0.34
1427871344000,0.00,0.00,91.53,0.00,0.00,0.00,0.34,0.00,4.75,3.39
1427871347000,0.00,0.00,98.65,0.00,0.00,0.00,0.34,0.00,0.68,0.34
1427871350000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.34,0.34
1427871353000,0.00,0.00,96.26,0.00,0.00,0.00,0.00,0.00,1.02,2.72
1427871356000,0.00,0.00,99.66,0.00,0.00,0.00,0.00,0.00,0.34,0.00
1427871359000,0.00,0.00,98.32,0.00,0.00,0.00,0.00,0.00,0.67,1.01
1427871362000,0.00,0.00,98.32,0.00,0.00,0.00,0.34,0.00,1.01,0.34
1427871365000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.34,0.34
1427871368000,0.00,0.00,98.63,0.00,0.00,0.00,0.34,0.00,0.68,0.34
1427871371000,0.00,0.00,98.65,0.00,0.00,0.00,0.34,0.00,0.67,0.34
1427871374000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871377000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871380000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1427871383000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871386000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871389000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871392000,0.00,0.00,99.34,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1427871395000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1427871398000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871401000,0.00,0.00,97.31,0.00,0.00,0.00,0.67,0.00,1.35,0.67
