timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1427871323000,0.00,0.00,94.63,0.00,0.00,0.00,0.00,0.00,1.68,3.69
1427871326000,0.00,0.00,88.26,0.00,0.00,0.00,0.34,0.00,1.34,10.07
1427871329000,0.00,0.00,94.35,0.00,0.00,0.00,0.33,0.00,1.33,3.99
1427871332000,0.00,0.00,93.92,0.00,0.00,0.00,0.34,0.00,1.35,4.39
1427871335000,0.00,0.00,91.92,0.00,0.00,0.00,0.34,0.00,2.02,5.72
1427871338000,0.00,0.00,83.84,0.00,0.00,0.00,0.00,0.00,1.35,14.81
1427871341000,0.00,0.00,81.94,0.00,0.00,0.00,0.33,0.00,2.01,15.72
1427871344000,0.00,0.00,83.61,0.00,0.00,0.00,0.00,0.00,1.00,15.38
1427871347000,0.00,0.00,88.51,0.00,0.00,0.00,0.34,0.00,2.70,8.45
1427871350000,0.00,0.00,83.16,0.00,0.00,0.00,0.67,0.00,5.39,10.77
1427871353000,0.00,0.00,80.20,0.00,0.00,0.00,0.34,0.00,7.38,12.08
1427871356000,0.00,0.00,86.91,0.00,0.00,0.00,0.34,0.00,1.68,11.07
1427871359000,0.00,0.00,88.89,0.00,0.00,0.00,0.34,0.00,2.69,8.08
1427871362000,0.00,0.00,91.00,0.00,0.00,0.00,0.33,0.00,2.67,6.00
1427871365000,0.00,0.00,90.88,0.00,0.00,0.00,0.34,0.00,2.03,6.76
1427871368000,0.00,0.00,99.34,0.00,0.00,0.00,0.00,0.00,0.00,0.66
1427871371000,0.00,0.00,98.33,0.00,0.00,0.00,0.33,0.00,0.33,1.00
1427871374000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1427871377000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871380000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871383000,0.00,0.00,89.70,0.00,0.00,0.00,0.00,0.00,0.33,9.97
1427871386000,0.00,0.00,98.66,0.00,0.00,0.00,0.00,0.00,0.00,1.34
1427871389000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1427871392000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1427871395000,0.00,0.00,87.04,0.33,0.00,0.00,0.00,0.00,6.64,5.98
1427871398000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1427871401000,0.00,0.00,96.99,0.00,0.00,0.00,0.00,0.00,0.67,2.34
