timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,11.74,86.24,0.00,0.00,0.00,0.00,0.00,1.34,0.67
1432111050000,0.00,46.13,44.11,0.00,0.00,0.00,0.00,0.00,8.42,1.35
1432111053000,0.00,16.38,72.01,0.00,0.00,0.00,0.68,0.00,7.85,3.07
1432111056000,0.00,19.66,70.17,0.00,0.00,0.00,0.34,0.00,6.78,3.05
1432111059000,0.00,31.53,59.66,0.00,0.00,0.00,0.68,0.00,5.76,2.37
1432111062000,0.00,42.32,52.90,0.00,0.00,0.00,0.34,0.00,3.75,0.68
1432111065000,0.00,22.48,75.50,0.00,0.00,0.00,0.00,0.00,1.34,0.67
1432111068000,0.00,44.93,51.35,0.00,0.00,0.00,0.00,0.00,2.70,1.01
1432111071000,0.00,43.92,53.04,0.00,0.00,0.00,0.00,0.00,2.70,0.34
1432111074000,0.00,38.87,56.48,0.00,0.00,0.00,0.33,0.00,3.32,1.00
1432111077000,0.00,43.39,53.56,0.00,0.00,0.00,0.00,0.00,2.71,0.34
