timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,9.33,90.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1432111050000,0.00,4.35,94.98,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1432111053000,0.00,11.45,87.88,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111056000,0.00,7.97,91.36,0.00,0.00,0.00,0.00,0.00,0.66,0.00
1432111059000,0.00,21.21,77.10,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1432111062000,0.00,33.44,64.21,0.00,0.00,0.00,0.33,0.00,1.67,0.33
1432111065000,0.00,38.80,58.86,0.00,0.00,0.00,0.00,0.00,2.01,0.33
1432111068000,0.00,46.64,50.67,0.00,0.00,0.00,0.00,0.00,2.35,0.34
1432111071000,0.00,43.29,55.03,0.00,0.00,0.00,0.00,0.00,1.34,0.34
1432111074000,0.00,49.66,48.99,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1432111077000,0.00,49.83,48.15,0.00,0.00,0.00,0.00,0.00,2.02,0.00
