timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,0.00,98.01,0.00,0.00,0.00,0.00,0.00,0.66,1.33
1432111050000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111053000,0.00,3.02,96.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111056000,0.00,13.29,85.71,0.33,0.00,0.00,0.00,0.00,0.66,0.00
1432111059000,0.00,2.67,96.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33
1432111062000,0.00,23.15,76.17,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111065000,0.00,38.87,59.14,0.00,0.00,0.00,0.00,0.00,1.66,0.33
1432111068000,0.00,42.81,55.18,0.00,0.00,0.00,0.00,0.00,1.67,0.33
1432111071000,0.00,51.17,47.16,0.00,0.00,0.00,0.00,0.00,1.67,0.00
1432111074000,0.00,40.27,58.39,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1432111077000,0.00,38.05,59.60,0.00,0.00,0.00,0.00,0.00,2.36,0.00
