timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,2.67,1.33
1432111050000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1432111053000,0.00,6.35,92.98,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111056000,0.00,61.54,37.79,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111059000,0.00,3.32,95.68,0.00,0.00,0.00,0.00,0.00,0.66,0.33
1432111062000,0.00,17.23,81.76,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111065000,0.00,39.73,58.92,0.00,0.00,0.00,0.00,0.00,1.01,0.34
1432111068000,0.00,34.34,63.64,0.00,0.00,0.00,0.00,0.00,2.02,0.00
1432111071000,0.00,44.52,53.49,0.00,0.00,0.00,0.00,0.00,1.66,0.33
1432111074000,0.00,45.64,53.02,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1432111077000,0.00,46.15,51.84,0.00,0.00,0.00,0.00,0.00,2.01,0.00
