timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,11.11,88.55,0.00,0.00,0.00,0.00,0.00,0.34,0.00
1432111050000,0.00,29.63,69.36,0.34,0.00,0.00,0.34,0.00,0.34,0.00
1432111053000,0.00,32.87,63.67,0.00,0.00,0.00,1.04,0.00,2.08,0.35
1432111056000,0.00,23.13,69.04,0.00,0.00,0.00,1.42,0.00,4.98,1.42
1432111059000,0.00,26.60,63.83,0.00,0.00,0.00,2.48,0.00,5.32,1.77
1432111062000,0.00,40.21,48.25,0.00,0.00,0.00,3.50,0.00,6.29,1.75
1432111065000,0.00,42.71,50.35,0.00,0.00,0.00,2.08,0.00,4.17,0.69
1432111068000,0.00,51.71,41.78,0.00,0.00,0.00,1.71,0.00,3.77,1.03
1432111071000,0.00,42.12,50.68,0.00,0.00,0.00,2.05,0.00,4.11,1.03
1432111074000,0.00,39.80,55.10,0.00,0.00,0.00,1.02,0.00,3.06,1.02
1432111077000,0.00,47.44,46.08,0.00,0.00,0.00,1.37,0.00,4.10,1.02
