timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,5.33,94.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1432111050000,0.00,26.42,72.58,0.33,0.00,0.00,0.00,0.00,0.67,0.00
1432111053000,0.00,53.33,43.33,1.00,0.00,0.00,0.00,0.00,2.00,0.33
1432111056000,0.00,19.13,77.85,0.00,0.00,0.00,0.00,0.00,2.01,1.01
1432111059000,0.00,27.85,66.44,0.00,0.00,0.00,0.00,0.00,4.03,1.68
1432111062000,0.00,40.20,54.05,0.00,0.00,0.00,0.00,0.00,4.05,1.69
1432111065000,0.00,45.15,50.50,0.00,0.00,0.00,0.00,0.00,3.34,1.00
1432111068000,0.00,43.43,52.19,0.00,0.00,0.00,0.00,0.00,3.37,1.01
1432111071000,0.00,60.07,37.92,0.00,0.00,0.00,0.00,0.00,1.68,0.34
1432111074000,0.00,45.18,52.49,0.00,0.00,0.00,0.00,0.00,1.99,0.33
1432111077000,0.00,46.13,50.51,0.00,0.00,0.00,0.00,0.00,2.36,1.01
