timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,0.00,98.67,0.00,0.00,0.00,0.00,0.00,0.67,0.67
1432111050000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111053000,0.00,4.03,95.30,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111056000,0.00,11.41,87.92,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111059000,0.00,22.82,76.17,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111062000,0.00,19.53,79.46,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111065000,0.00,45.64,52.68,0.00,0.00,0.00,0.00,0.00,1.34,0.34
1432111068000,0.00,44.30,53.36,0.00,0.00,0.00,0.00,0.00,2.35,0.00
1432111071000,0.00,35.64,62.38,0.00,0.00,0.00,0.00,0.00,1.65,0.33
1432111074000,0.00,47.33,51.33,0.00,0.00,0.00,0.00,0.00,1.33,0.00
1432111077000,0.00,44.44,54.21,0.00,0.00,0.00,0.00,0.00,1.01,0.34
