timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,5.37,94.30,0.00,0.00,0.00,0.00,0.00,0.34,0.00
1432111050000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111053000,0.00,5.67,93.67,0.00,0.00,0.00,0.00,0.00,0.00,0.67
1432111056000,0.00,11.67,87.67,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111059000,0.00,1.00,99.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111062000,0.00,37.50,58.78,0.00,0.00,0.00,0.00,0.00,3.38,0.34
1432111065000,0.00,40.00,58.00,0.00,0.00,0.00,0.00,0.00,1.67,0.33
1432111068000,0.00,39.60,59.06,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1432111071000,0.00,37.25,60.74,0.00,0.00,0.00,0.00,0.00,2.01,0.00
1432111074000,0.00,41.00,57.33,0.00,0.00,0.00,0.00,0.00,1.33,0.33
1432111077000,0.00,46.98,51.34,0.00,0.00,0.00,0.00,0.00,1.68,0.00
