timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,18.00,79.33,0.00,0.00,0.00,0.33,0.00,1.67,0.67
1432111050000,0.00,13.80,80.47,0.00,0.00,0.00,0.00,0.00,4.04,1.68
1432111053000,0.00,16.15,71.82,0.00,0.00,0.00,0.69,0.00,8.59,2.75
1432111056000,0.00,17.57,71.62,0.00,0.00,0.00,0.68,0.00,7.09,3.04
1432111059000,0.00,32.43,59.80,0.00,0.00,0.00,0.34,0.00,5.07,2.36
1432111062000,0.00,36.70,56.90,0.00,0.00,0.00,0.00,0.00,4.71,1.68
1432111065000,0.00,46.15,49.16,0.00,0.00,0.00,0.33,0.00,3.01,1.34
1432111068000,0.00,47.81,48.15,0.00,0.00,0.00,0.34,0.00,3.03,0.67
1432111071000,0.00,40.00,56.67,0.00,0.00,0.00,0.33,0.00,2.00,1.00
1432111074000,0.00,50.67,44.63,0.00,0.00,0.00,0.00,0.00,4.03,0.67
1432111077000,0.00,45.58,51.02,0.00,0.00,0.00,0.00,0.00,3.06,0.34
