timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,41.47,56.52,0.00,0.00,0.00,0.00,0.00,1.34,0.67
1432111050000,0.00,11.74,87.25,0.34,0.00,0.00,0.00,0.00,0.67,0.00
1432111053000,0.00,16.78,81.54,0.00,0.00,0.00,0.00,0.00,1.34,0.34
1432111056000,0.00,22.22,72.73,0.00,0.00,0.00,0.00,0.00,4.04,1.01
1432111059000,0.00,24.24,70.37,0.00,0.00,0.00,0.00,0.00,3.70,1.68
1432111062000,0.00,29.53,66.44,0.00,0.00,0.00,0.00,0.00,2.68,1.34
1432111065000,0.00,40.20,56.08,0.00,0.00,0.00,0.00,0.00,3.04,0.68
1432111068000,0.00,45.45,49.83,0.00,0.00,0.00,0.00,0.00,3.37,1.35
1432111071000,0.00,36.58,58.05,0.00,0.00,0.00,0.00,0.00,4.03,1.34
1432111074000,0.00,44.07,52.54,0.00,0.00,0.00,0.00,0.00,2.71,0.68
1432111077000,0.00,42.09,54.55,0.00,0.00,0.00,0.00,0.00,2.36,1.01
