timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,3.68,94.65,0.00,0.00,0.00,0.00,0.00,1.00,0.67
1432111050000,0.00,7.05,92.28,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111053000,0.00,7.00,91.67,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1432111056000,0.00,15.88,83.11,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111059000,0.00,21.33,76.67,0.00,0.00,0.00,0.00,0.00,1.67,0.33
1432111062000,0.00,53.02,44.63,0.00,0.00,0.00,0.00,0.00,2.35,0.00
1432111065000,0.00,43.00,54.67,0.00,0.00,0.00,0.33,0.00,1.67,0.33
1432111068000,0.00,33.22,64.77,0.00,0.00,0.00,0.00,0.00,2.01,0.00
1432111071000,0.00,40.40,57.24,0.00,0.00,0.00,0.00,0.00,2.02,0.34
1432111074000,0.00,46.18,51.50,0.33,0.00,0.00,0.00,0.00,1.66,0.33
1432111077000,0.00,41.95,55.37,0.00,0.00,0.00,0.00,0.00,2.35,0.34
