timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,5.69,94.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111050000,0.00,3.67,96.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1432111053000,0.00,8.72,90.27,0.00,0.00,0.00,0.00,0.00,0.67,0.34
1432111056000,0.00,10.33,88.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1432111059000,0.00,20.20,78.79,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111062000,0.00,42.62,55.70,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1432111065000,0.00,36.70,61.28,0.00,0.00,0.00,0.00,0.00,1.68,0.34
1432111068000,0.00,37.37,60.94,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1432111071000,0.00,48.49,49.50,0.00,0.00,0.00,0.00,0.00,2.01,0.00
1432111074000,0.00,41.28,56.38,0.00,0.00,0.00,0.00,0.00,2.01,0.34
1432111077000,0.00,46.10,52.20,0.00,0.00,0.00,0.00,0.00,1.69,0.00
