timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,6.33,93.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33
1432111050000,0.00,8.72,90.27,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111053000,0.00,19.80,77.52,0.34,0.00,0.00,0.00,0.00,2.01,0.34
1432111056000,0.00,23.81,72.79,0.00,0.00,0.00,0.00,0.00,2.38,1.02
1432111059000,0.00,28.96,66.67,0.00,0.00,0.00,0.00,0.00,3.37,1.01
1432111062000,0.00,40.68,54.92,0.00,0.00,0.00,0.00,0.00,3.05,1.36
1432111065000,0.00,43.85,52.16,0.00,0.00,0.00,0.00,0.00,2.99,1.00
1432111068000,0.00,43.58,53.72,0.00,0.00,0.00,0.00,0.00,2.36,0.34
1432111071000,0.00,49.33,48.32,0.00,0.00,0.00,0.00,0.00,2.01,0.34
1432111074000,0.00,45.15,52.17,0.00,0.00,0.00,0.00,0.00,2.34,0.33
1432111077000,0.00,42.42,53.87,0.00,0.00,0.00,0.00,0.00,2.69,1.01
