timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,4.01,94.65,0.00,0.00,0.00,0.00,0.00,0.67,0.67
1432111050000,0.00,6.73,92.59,0.00,0.00,0.00,0.00,0.00,0.34,0.34
1432111053000,0.00,4.67,95.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1432111056000,0.00,2.69,96.63,0.00,0.00,0.00,0.00,0.00,0.34,0.34
1432111059000,0.00,27.46,71.19,0.00,0.00,0.00,0.00,0.00,1.36,0.00
1432111062000,0.00,32.32,65.99,0.00,0.00,0.00,0.00,0.00,1.35,0.34
1432111065000,0.00,82.94,16.39,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111068000,0.00,40.60,56.38,0.00,0.00,0.00,0.00,0.00,2.68,0.34
1432111071000,0.00,47.83,50.50,0.00,0.00,0.00,0.00,0.00,1.34,0.33
1432111074000,0.00,40.67,57.00,0.00,0.00,0.00,0.00,0.00,2.33,0.00
1432111077000,0.00,41.22,57.09,0.00,0.00,0.00,0.00,0.00,1.69,0.00
