timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,13.42,84.56,0.00,0.00,0.00,0.00,0.00,1.68,0.34
1432111050000,0.00,12.08,81.54,0.00,0.00,0.00,0.34,0.00,4.03,2.01
1432111053000,0.00,14.73,75.00,0.00,0.00,0.00,0.68,0.00,6.85,2.74
1432111056000,0.00,26.39,64.93,0.00,0.00,0.00,0.35,0.00,6.25,2.08
1432111059000,0.00,38.78,54.42,0.00,0.00,0.00,0.34,0.00,4.42,2.04
1432111062000,0.00,41.36,53.22,0.00,0.00,0.00,0.00,0.00,4.41,1.02
1432111065000,0.00,42.62,51.34,0.00,0.00,0.00,0.34,0.00,4.36,1.34
1432111068000,0.00,55.52,40.47,0.00,0.00,0.00,0.33,0.00,2.34,1.34
1432111071000,0.00,47.81,48.82,0.00,0.00,0.00,0.00,0.00,3.03,0.34
1432111074000,0.00,49.33,47.32,0.00,0.00,0.00,0.34,0.00,2.68,0.34
1432111077000,0.00,43.14,52.51,0.00,0.00,0.00,0.00,0.00,3.34,1.00
