timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,9.00,90.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00
1432111050000,0.00,9.36,89.97,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111053000,0.00,22.74,74.58,0.33,0.00,0.00,0.00,0.00,2.34,0.00
1432111056000,0.00,10.07,89.26,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111059000,0.00,20.61,78.38,0.00,0.00,0.00,0.00,0.00,1.01,0.00
1432111062000,0.00,33.44,65.22,0.00,0.00,0.00,0.00,0.00,1.00,0.33
1432111065000,0.00,36.91,61.41,0.00,0.00,0.00,0.00,0.00,1.34,0.34
1432111068000,0.00,42.00,55.67,0.00,0.00,0.00,0.00,0.00,2.00,0.33
1432111071000,0.00,47.47,50.84,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1432111074000,0.00,42.28,56.04,0.00,0.00,0.00,0.00,0.00,1.68,0.00
1432111077000,0.00,36.91,61.07,0.00,0.00,0.00,0.00,0.00,1.68,0.34
