timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.00,0.66,0.33
1432111050000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111053000,0.00,2.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1432111056000,0.00,6.35,93.31,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1432111059000,0.00,2.67,97.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1432111062000,0.00,25.84,72.82,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1432111065000,0.00,45.30,53.02,0.00,0.00,0.00,0.00,0.00,1.34,0.34
1432111068000,0.00,35.02,63.64,0.00,0.00,0.00,0.00,0.00,1.35,0.00
1432111071000,0.00,34.00,64.33,0.00,0.00,0.00,0.00,0.00,1.33,0.33
1432111074000,0.00,38.26,60.40,0.00,0.00,0.00,0.00,0.00,1.34,0.00
1432111077000,0.00,41.28,56.71,0.00,0.00,0.00,0.00,0.00,2.01,0.00
