timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,7.62,91.39,0.00,0.00,0.00,0.00,0.00,0.66,0.33
1432111050000,0.00,7.67,91.33,0.33,0.00,0.00,0.00,0.00,0.67,0.00
1432111053000,0.00,28.62,69.36,0.00,0.00,0.00,0.00,0.00,1.35,0.67
1432111056000,0.00,24.83,71.48,0.00,0.00,0.00,0.00,0.00,2.68,1.01
1432111059000,0.00,29.63,67.00,0.00,0.00,0.00,0.00,0.00,2.69,0.67
1432111062000,0.00,54.67,42.00,0.00,0.00,0.00,0.00,0.00,2.33,1.00
1432111065000,0.00,43.73,51.86,0.00,0.00,0.00,0.00,0.00,3.39,1.02
1432111068000,0.00,38.72,57.91,0.00,0.00,0.00,0.00,0.00,2.69,0.67
1432111071000,0.00,46.15,51.17,0.00,0.00,0.00,0.00,0.00,2.01,0.67
1432111074000,0.00,47.49,49.83,0.00,0.00,0.00,0.00,0.00,2.34,0.33
1432111077000,0.00,42.91,53.38,0.00,0.00,0.00,0.00,0.00,2.70,1.01
