timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1432111047000,0.00,10.33,89.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111050000,0.00,11.67,87.67,0.00,0.00,0.00,0.00,0.00,0.67,0.00
1432111053000,0.00,18.33,79.00,0.00,0.00,0.00,0.00,0.00,2.00,0.67
1432111056000,0.00,22.79,72.79,0.00,0.00,0.00,0.00,0.00,3.40,1.02
1432111059000,0.00,28.19,65.77,0.00,0.00,0.00,0.00,0.00,4.36,1.68
1432111062000,0.00,40.94,53.02,0.00,0.00,0.00,0.00,0.00,4.03,2.01
1432111065000,0.00,42.71,53.90,0.00,0.00,0.00,0.00,0.00,2.71,0.68
1432111068000,0.00,41.86,53.82,0.00,0.00,0.00,0.00,0.00,2.99,1.33
1432111071000,0.00,47.65,47.99,0.00,0.00,0.00,0.00,0.00,3.36,1.01
1432111074000,0.00,43.00,54.00,0.00,0.00,0.00,0.00,0.00,2.33,0.67
1432111077000,0.00,43.39,52.88,0.00,0.00,0.00,0.00,0.00,2.71,1.02
