timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23,cpu_24,cpu_25,cpu_26,cpu_27,cpu_28,cpu_29,cpu_30,cpu_31,cpu_32,cpu_33,cpu_34,cpu_35,cpu_36,cpu_37,cpu_38,cpu_39,cpu_40,cpu_41,cpu_42,cpu_43,cpu_44,cpu_45,cpu_46,cpu_47
1459955955000,2,5.94,0,0,1,0,0,0,0,0,0.99,0,4.04,0,7,0,0,0,0,0,0,0,0,0,0,0,8.91,0,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
1459955956000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0
1459955957000,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5.94,0,0,0,0,0,0.99,0,0,0,0,0.99
1459955958000,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,2.02,0,0,0,0,0,0,0,0,0,0,0.99,0,0,2,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0
1459955959000,0,1,0,0,0,0,0,0,0,0,0,0,8.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955960000,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955961000,0,1,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.99
1459955962000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.99,0,0,0,0,0,6.93,0,0,0,0,0,1,0,0,0,0,0
1459955963000,0,1,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0,1,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0
1459955964000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955965000,0,1.96,0,0,0,0,0,0,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955966000,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6.06,0,0,0,0,0,1,0,0,0,0,0
1459955967000,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955968000,0,0.99,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,7,0,0,0,0,0,0.99,0,0,0,0,0
1459955969000,0,1,0,0,0,0,0,0,0,0,0,0,7.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.99
1459955970000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,1,0,0,0,0,0,6.93,0,0,0,0,0,1,0,0,0,0,0
1459955971000,0,0.99,0,0,0,0,0,0,0,0,0,0,9.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.99,0,0,0,0,0,4.04,0,0,0,1.98,0,0,0,0,0,0,0
1459955972000,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955973000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6.06,0,0,0,0,0,1,0,0,0,0,0
1459955974000,0,0.99,0,0,0,0,0,0,0,0,0,0,5.56,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955975000,0.99,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,1
1459955976000,0,0.99,0,0,0,0,0,0,0,0,0,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1459955977000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0
1459955978000,0,1,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955979000,0,0,0,0,0.99,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1459955980000,0,1,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,1,0,0.99,0,0,0,0,0,6,0,0,0,0,0,0.99,0,0,0,0,0
1459955981000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1.01,0,1,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0
1459955982000,0,0.99,0,0,0,0,0,0,0,0,0,0,8.69,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955983000,0,0.99,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0.99,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,1
1459955984000,0,0,0,0,0,0,0.99,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0.99,0,0,0,0,0
1459955985000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.99,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955986000,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955987000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0
1459955988000,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955989000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0,0,0,0,0,6.06,0,0,0,0,0,1,0,0,0,0,0
1459955990000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955991000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.98,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
1459955992000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955993000,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1.98,0,0.99,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459955994000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0.99,0,0,0,0,0
1459955995000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.98,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955996000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955997000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.98,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1459955998000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.99,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459955999000,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0.99,0,0,0,0,0,7,0,0,0,0,0,0.99,0,0,0,0,1
1459956000000,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1.98,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459956001000,0,0.99,0,0,0,0,0,0,0,0,0,0,6.59,0,0.99,0,1.98,0,0,0,0,0,0,0,0,0,3,0,1.01,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0
1459956002000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459956003000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.99,0
1459956004000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.98,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0
1459956005000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459956006000,0,1,0,0,0,0,0,0,0,0,0,0,9.68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.98,0,2,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0
1459956007000,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
1459956008000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0.99,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1459956009000,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0.99,0,0,0,0,0.99
1459956010000,0,0,0,0,0,0,0,0,0,0,0,0,6.59,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.99,0,2,0,0.99,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0,0
