timestamp_ms,count
1485174277486,0
1485174280540,1
1485174283549,1
1485174286556,1
1485174289616,1
1485174292622,1
1485174295628,1
1485174298635,1
1485174301642,1
1485174304653,2
1485174307661,2
1485174310670,2
1485174313718,2
1485174316739,2
1485174319776,2
1485174322802,2
1485174325816,2
1485174328837,2
1485174331867,2
1485174334878,2
1485174337892,2
1485174340910,2
1485174343937,2
1485174346964,2
1485174350020,2
1485174353033,2
1485174356144,2
1485174359211,2
1485174362233,2
1485174365284,2
1485174368552,2
1485174371588,2
1485174374651,2
1485174377665,2
1485174380715,2
1485174383767,2
1485174386931,2
1485174389945,2
1485174392962,3
1485174395984,3
1485174399024,3
1485174402183,3
1485174405284,3
1485174408326,3
1485174411559,3
1485174414599,3
1485174417676,3
1485174421112,3
1485174424193,3
1485174427304,3
1485174430471,3
1485174433583,3
1485174436599,3
1485174439629,3
1485174442675,3
1485174445735,3
1485174448747,3
1485174451896,3
1485174455014,3
1485174458123,3
1485174461219,3
1485174464677,3
1485174468425,3
1485174471450,3
1485174474652,3
1485174477671,3
1485174480683,3
1485174483713,3
1485174486727,3
1485174489806,3
1485174492825,3
1485174496120,3
1485174499222,3
1485174502370,3
1485174505466,3
1485174508509,3
1485174511524,3
1485174514539,3
1485174517555,3
1485174520574,3
1485174523622,3
1485174527123,3
1485174530312,3
1485174533333,3
1485174536511,3
1485174539757,3
1485174543076,3
1485174546218,3
1485174549488,3
1485174553100,3
1485174556121,3
1485174559369,3
1485174562389,3
1485174565734,3
1485174568761,3
1485174572019,3
1485174575138,3
1485174578380,3
1485174581502,3
1485174584516,3
1485174587691,3
1485174590951,3
1485174594094,3
1485174597162,3
1485174600231,3
1485174603246,3
1485174606333,3
1485174609562,3
1485174613115,3
1485174616603,3
1485174619961,3
1485174623470,3
1485174626862,3
1485174630110,3
1485174633186,3
1485174636212,3
1485174641475,3
1485174644944,3
1485174647976,3
1485174651219,3
1485174654309,3
1485174657324,3
1485174660354,3
1485174663698,3
1485174666831,3
