timestamp_ms,size_in_bytes
1485174277486,0
1485174280540,260
1485174283549,260
1485174286556,260
1485174289616,260
1485174292622,5781634
1485174295628,5781634
1485174298635,5781634
1485174301642,5781634
1485174304653,17310466
1485174307661,17310466
1485174310670,17310466
1485174313718,23200948
1485174316739,24737380
1485174319776,24737380
1485174322802,43543249
1485174325816,43543249
1485174328837,44567016
1485174331867,44567016
1485174334878,62465823
1485174337892,62465823
1485174340910,65865215
1485174343937,65865215
1485174346964,65099431
1485174350020,65099431
1485174353033,75066727
1485174356144,89719720
1485174359211,94155307
1485174362233,98366884
1485174365284,99835945
1485174368552,127930166
1485174371588,129204869
1485174374651,152842343
1485174377665,152842343
1485174380715,169534040
1485174383767,183298227
1485174386931,202113087
1485174389945,202113087
1485174392962,198200804
1485174395984,201294482
1485174399024,205503363
1485174402183,211997822
1485174405284,211997822
1485174408326,211997822
1485174411559,236394394
1485174414599,257107175
1485174417676,260519758
1485174421112,260519758
1485174424193,290508671
1485174427304,290568402
1485174430471,290568402
1485174433583,274598599
1485174436599,279006257
1485174439629,288296921
1485174442675,289998355
1485174445735,302228792
1485174448747,317322766
1485174451896,317322766
1485174455014,342909189
1485174458123,351296929
1485174461219,352780595
1485174464677,364584768
1485174468425,379070535
1485174471450,371455535
1485174474652,367926855
1485174477671,367926855
1485174480683,381000936
1485174483713,369525849
1485174486727,386682576
1485174489806,381437610
1485174492825,389758695
1485174496120,397072771
1485174499222,404163484
1485174502370,394805538
1485174505466,395624563
1485174508509,405395702
1485174511524,409018422
1485174514539,421608097
1485174517555,407740374
1485174520574,399835934
1485174523622,399835934
1485174527123,417047870
1485174530312,425791498
1485174533333,429988304
1485174536511,443066323
1485174539757,445673745
1485174543076,455077388
1485174546218,461131001
1485174549488,480140232
1485174553100,488671061
1485174556121,497976704
1485174559369,501266696
1485174562389,507387918
1485174565734,531226850
1485174568761,537193276
1485174572019,528576018
1485174575138,533622099
1485174578380,542580868
1485174581502,550346346
1485174584516,560138373
1485174587691,565404766
1485174590951,545646030
1485174594094,561227243
1485174597162,561835789
1485174600231,550305776
1485174603246,550406390
1485174606333,560636231
1485174609562,567373906
1485174613115,574385931
1485174616603,568719796
1485174619961,587113042
1485174623470,599336740
1485174626862,616979885
