timestamp_ms,percent
1485174277486,7
1485174280540,13
1485174283549,6
1485174286556,1
1485174289616,29
1485174292622,35
1485174295628,23
1485174298635,4
1485174301642,22
1485174304653,2
1485174307661,17
1485174310670,0
1485174313718,19
1485174316739,14
1485174319776,6
1485174322802,30
1485174325816,39
1485174328837,1
1485174331867,29
1485174334878,26
1485174337892,0
1485174340910,19
1485174343937,30
1485174346964,42
1485174350020,43
1485174353033,42
1485174356144,42
1485174359211,34
1485174362233,37
1485174365284,47
1485174368552,40
1485174371588,41
1485174374651,35
1485174377665,42
1485174380715,45
1485174383767,41
1485174386931,27
1485174389945,29
1485174392962,27
1485174395984,2
1485174399024,13
1485174402183,25
1485174405284,27
1485174408326,29
1485174411559,27
1485174414599,25
1485174417676,28
1485174421112,27
1485174424193,25
1485174427304,27
1485174430471,22
1485174433583,25
1485174436599,29
1485174439629,24
1485174442675,25
1485174445735,23
1485174448747,24
1485174451896,24
1485174455014,23
1485174458123,24
1485174461219,23
1485174464677,23
1485174468425,23
1485174471450,26
1485174474652,25
1485174477671,25
1485174480683,24
1485174483713,23
1485174486727,22
1485174489806,22
1485174492825,23
1485174496120,23
1485174499222,22
1485174502370,21
1485174505466,21
1485174508509,20
1485174511524,20
1485174514539,20
1485174517555,20
1485174520574,24
1485174523622,23
1485174527123,24
1485174530312,23
1485174533333,24
1485174536511,24
1485174539757,23
1485174543076,23
1485174546218,24
1485174549488,24
1485174553100,23
1485174556121,23
1485174559369,24
1485174562389,24
1485174565734,24
1485174568761,24
1485174572019,24
1485174575138,23
1485174578380,23
1485174581502,23
1485174584516,23
1485174587691,23
1485174590951,24
1485174594094,24
1485174597162,24
1485174600231,24
1485174603246,22
1485174606333,24
1485174609562,24
1485174613115,24
1485174616603,24
1485174619961,23
1485174623470,23
1485174626862,24
1485174630110,24
1485174633186,23
1485174636212,23
1485174641475,23
1485174644944,24
1485174647976,23
1485174651219,24
1485174654309,23
1485174657324,24
1485174660354,20
1485174663698,24
1485174666831,25
1485174669885,24
1485174672963,24
1485174676361,25
1485174679460,26
1485174682572,29
1485174685950,26
1485174689331,27
1485174692472,25
1485174695562,25
1485174699071,27
1485174702146,25
1485174706716,25
1485174709893,26
1485174712972,26
1485174716026,28
1485174719762,23
1485174722782,24
1485174725800,23
1485174729321,25
1485174732426,27
1485174735636,25
1485174738668,26
1485174742303,24
1485174745456,24
1485174748478,26
1485174751867,24
1485174755052,24
1485174758307,24
1485174761328,24
1485174764860,29
1485174768032,26
1485174771390,27
1485174774427,25
1485174777489,25
1485174780520,24
1485174783992,25
1485174788792,25
1485174791968,24
1485174795672,26
1485174798968,27
1485174802460,26
1485174805996,26
1485174809071,26
1485174812147,24
1485174815411,25
1485174819951,28
1485174823230,22
1485174826525,25
1485174831473,27
1485174834627,26
1485174837735,30
1485174840844,24
1485174844924,24
1485174848643,24
1485174851917,24
1485174855399,27
1485174858864,25
1485174861890,27
1485174866113,24
1485174870051,23
1485174873141,26
1485174876199,26
1485174880220,25
1485174883509,28
1485174887150,25
1485174890980,23
1485174894264,24
1485174897949,24
1485174901851,25
1485174905161,23
1485174908671,24
1485174912559,26
1485174915951,25
1485174919269,23
1485174922366,24
1485174925445,23
1485174928720,26
1485174931800,24
1485174936219,25
1485174939240,25
1485174942552,24
1485174945855,24
1485174949060,24
1485174952234,24
1485174955653,23
1485174959436,24
1485174962541,24
1485174966053,27
1485174969809,26
1485174972877,24
1485174976257,23
1485174980471,25
1485174983674,25
1485174987021,24
1485174990719,25
1485174993831,24
1485174997107,25
1485175001194,26
1485175004454,23
1485175007476,25
1485175011968,24
1485175015076,25
1485175019611,26
1485175023118,27
1485175026225,27
1485175029864,26
1485175033800,24
1485175036962,23
1485175040704,24
1485175044896,27
1485175048223,24
1485175051864,26
1485175055729,25
1485175059188,24
1485175062475,25
1485175066312,24
1485175069558,23
1485175072744,24
1485175076818,23
1485175080690,25
1485175083748,25
1485175087168,25
