timestamp_ms,available_in_bytes,free_in_bytes,total_in_bytes
1485174277486,155871596544,165561274368,190287155200
1485174280540,155871420416,165561098240,190287155200
1485174283549,155871420416,165561098240,190287155200
1485174286556,155871420416,165561098240,190287155200
1485174289616,155869470720,165559148544,190287155200
1485174292622,155862364160,165552041984,190287155200
1485174295628,155855052800,165544730624,190287155200
1485174298635,155853369344,165543047168,190287155200
1485174301642,155844358144,165534035968,190287155200
1485174304653,155844182016,165533859840,190287155200
1485174307661,155835330560,165525008384,190287155200
1485174310670,155835060224,165524738048,190287155200
1485174313718,155825229824,165514907648,190287155200
1485174316739,155817242624,165506920448,190287155200
1485174319776,155813908480,165503586304,190287155200
1485174322802,155800518656,165490196480,190287155200
1485174325816,155792941056,165482618880,190287155200
1485174328837,155801419776,165491097600,190287155200
1485174331867,155788107776,165477785600,190287155200
1485174334878,155774935040,165464616960,190287155200
1485174337892,155785609216,165475287040,190287155200
1485174340910,155775053824,165464731648,190287155200
1485174343937,155766038528,165455716352,190287155200
1485174346964,155759030272,165448708096,190287155200
1485174350020,155747393536,165437071360,190287155200
1485174353033,155727929344,165417607168,190287155200
1485174356144,155713695744,165403373568,190287155200
1485174359211,155705540608,165395218432,190287155200
1485174362233,155693993984,165383671808,190287155200
1485174365284,155667521536,165357199360,190287155200
1485174368552,155649044480,165338722304,190287155200
1485174371588,155643289600,165332967424,190287155200
1485174374651,155623284736,165312962560,190287155200
1485174377665,155598696448,165288374272,190287155200
1485174380715,155575226368,165264904192,190287155200
1485174383767,155572875264,165262553088,190287155200
1485174386931,155558563840,165248241664,190287155200
1485174389945,155543457792,165233135616,190287155200
1485174392962,155525394432,165215072256,190287155200
1485174395984,155537203200,165226881024,190287155200
1485174399024,155530526720,165220204544,190287155200
1485174402183,155515170816,165204848640,190287155200
1485174405284,155497545728,165187223552,190287155200
1485174408326,155483832320,165173510144,190287155200
1485174411559,155471593472,165161271296,190287155200
1485174414599,155462930432,165152608256,190287155200
1485174417676,155451179008,165140856832,190287155200
1485174421112,155436838912,165126516736,190287155200
1485174424193,155424124928,165113802752,190287155200
1485174427304,155411607552,165101285376,190287155200
