timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23,cpu_24,cpu_25,cpu_26,cpu_27,cpu_28,cpu_29,cpu_30,cpu_31,cpu_32,cpu_33,cpu_34,cpu_35,cpu_36,cpu_37,cpu_38,cpu_39,cpu_40,cpu_41,cpu_42,cpu_43,cpu_44,cpu_45,cpu_46,cpu_47
1459958313000,0,5,0,0,1.98,0,1,0,0,0,0,0,3.03,0,6,0,0,0,4.04,0,0,0,0,0,0,0,8,0,2.97,0,2,0,0,0,0,0,0.99,0,0,0,4.95,0,0,0,0,0,1,0
1459958314000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,6,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.01,0,5,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1459958316000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1.98,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958317000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958318000,0.99,0,0,0,0,0,4,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
1459958319000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958321000,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,5,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459958322000,0,0.99,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958323000,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,1
1459958324000,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0.99,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958325000,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958326000,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
