timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904532915.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2857088840825,0,0,492.937354766528,0,0,0,21.3162099358499,21.3162099358499,34.3057753655084,0,0,0,0,1.33226312099062,0
1424904536494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558837154839436,0,0,44.4275538097352,0,0,0,1.39709288709859,1.39709288709859,1.11767430967887,0,0,0,0,0.279418577419718,0
1424904539496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66560072557732,0,0,122.255093257375,0,0,0,4.66368203161649,4.66368203161649,8.66112377300204,0,0,0,0,0.333120145115463,0
1424904542498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66525117606332,0,0,110.905728325817,0,0,0,4.66270329297728,4.66270329297728,1.33220094085065,0,0,0,0,0.666100470425326,0
1424904545501.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66515694063512,0,0,112.231577798807,0,0,0,1.3321255525081,1.3321255525081,1.3321255525081,0,0,0,0,0.666062776254049,0
1424904548503.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666120456565726,0,0,121.566983323245,0,0,0,1.66530114141432,1.66530114141432,1.33224091313145,0,0,0,0,0,0
1424904551507.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3329892336191,0,0,122.540037971829,0,0,0,0.998967700857301,0.998967700857301,0.3329892336191,0,0,0,0,0.665978467238201,0
1424904554510.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332982601415192,0,0,122.537597320791,0,0,0,1.33193040566077,1.33193040566077,0.332982601415192,0,0,0,0,3.32982601415192,0
1424904557514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33152242815598,0,0,122.167182783311,0,0,0,1.33152242815598,1.33152242815598,1.99728364223397,0,0,0,0,0,0
1424904560517.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99651406505859,0,0,235.392827110714,0,0,0,8.32365018071831,8.32365018071831,10.3213262240907,0,0,0,0,0.332946007228733,0
