timestamp_ms,CPU_000,CPU_001,CPU_002,CPU_003,CPU_004,CPU_005,CPU_006,CPU_007
1424904532915.44,0,0,0,0,0,124.233536032375,0,0
1424904536494.3,0,0,0,0,0,89.9727819291492,0,0
1424904539496.22,0,0,0,0,0,101.934764405332,0,0
1424904542498.77,0,0,0,0,0,103.578623151138,0,0
1424904545501.49,0,0,0,0,0,98.2442594974722,0,0
1424904548503.95,0,0,0,0,0,104.580911680819,0,0
1424904551507.05,0,0,0,0,0,102.560683954683,0,0
1424904554510.21,0,0,0,0,0,100.893728228803,0,0
1424904557514.29,0,0,0,0,0,104.857391217283,0,0
1424904560517.78,0,0,0,0,0,111.203966414397,0,0
1424904563523.43,0,0,0,0,0,105.800745373581,0,0
1424904566530.44,0,0,0,0,0,181.243161223291,0,0
1424904569533.69,0,0,0,0,0,138.849579622076,0,0
1424904572537.37,0,0,0,0,0,110.19815047849,0,0
1424904575540.38,0,0,0,0,0,86.5798050263375,0,0
1424904578543.04,0,0,0,0,0,95.5819123927871,0,0
1424904581546.99,0,0,0,0,0,109.189568844862,0,0
1424904584550.06,0,0,0,0,0,104.226672330359,0,0
1424904587552.57,0,0,0,0,0,94.2544734503952,0,0
1424904590555.04,0,0,0,0,0,81.9325430063806,0,0
1424904593558.87,0,0,0,0,0,90.218152475908,0,0
