timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904532915.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.434965694469,0,0,1187.04644080264,0,0,0,35.3049727062514,35.3049727062514,13.6556969901538,0,0,0,0,3.6637235827242,0
1424904536494.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79418577419718,0,0,199.504864277679,0,0,0,11.4561616742084,11.4561616742084,3.91186008387605,0,0,0,0,0,0
1424904539496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99424391811751,0,0.333120145115463,358.437276144238,0,0,0,12.9916856595031,12.9916856595031,5.32992232184741,0,0,0,0,0.99936043534639,0
1424904542498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32965305776462,0,0,297.413860044908,0,0,0,11.6567582324432,11.6567582324432,5.66185399861527,0,0,0,0,0.666100470425326,0
1424904545501.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99637665752429,0,0,324.705603423849,0,0,0,12.3221613606999,12.3221613606999,2.99728249314322,0,0,0,0,0.333031388127024,0
1424904548503.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99754205454577,0,0,316.40721686872,0,0,0,12.3232284464659,12.3232284464659,6.66120456565726,0,0,0,0,0.333060228282863,0
1424904551507.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9969031025719,0,0,278.046010071949,0,0,0,8.65772007409661,8.65772007409661,3.9958708034292,0,0,0,0,0.998967700857301,0
1424904554510.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3287738183975,0,0,256.729585691113,0,0,0,10.322460643871,10.322460643871,5.32772162264308,0,0,0,0,2.66386081132154,0
1424904557514.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66032849854592,0,0,329.551800968605,0,0,0,11.9837018534038,11.9837018534038,5.65897031966291,0,0,0,0,0,0
1424904560517.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32829809397352,0,0,368.904176009436,0,0,0,22.9732744987825,22.9732744987825,13.650786296378,0,0,0,0,0,0
1424904563523.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32518770395143,0,0,359.655992920884,0,0,0,15.3045103370589,15.3045103370589,6.32142818269824,0,0,0,0,0.332706746457802,0
1424904566530.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.974356551135,0,0,335.216709198306,0,0,0,17.2929254745158,17.2929254745158,5.65345640513017,0,0,0,0,0.332556259125304,0
1424904569533.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32539748605677,0,0,297.677516024307,0,0,0,14.317822359111,14.317822359111,4.99458919503871,0,0,0,0,0.332972613002581,0
1424904572537.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99387388875333,0,0,331.260301287304,0,0,0,18.9767207772627,18.9767207772627,9.98774777750666,0,0,0,0,0.665849851833777,0
1424904575540.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66299175111428,0,0,278.387373084685,0,0,0,7.65898275232986,7.65898275232986,3.32999250101298,0,0,0,0,0,0
1424904578543.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99645626729423,0,0,345.693467120951,0,0,0,11.6563307796082,11.6563307796082,3.99645626729423,0,0,0,0,0,0
