timestamp_ms,CPU_000,CPU_001,CPU_002,CPU_003,CPU_004,CPU_005,CPU_006,CPU_007
1424904532915.44,0,0,0,0,0,0,0,0
1424904536494.3,0,0,0,0,0,0,0,0
1424904539496.22,0,0,0,0,0,0,0,0
1424904542498.77,0,0,0,0,0,0,0,0
1424904545501.49,0,0,0,0,0,0,0,0
1424904548503.95,0,0,0,0,0,0,0,0
1424904551507.05,0,0,0,0,0,0,0,0
1424904554510.21,0,0,0,0,0,0,0,0
1424904557514.29,0.665761214077989,0,0,0,0,0,0,0
1424904560517.78,1.66473003614366,0,0,0,0,0,0,0
1424904563523.43,0,0,0,0,0,0,0,0
1424904566530.44,0,0,0,0,0,0,0,0
1424904569533.69,1.99783567801548,0,0,0,0,0,0,0
1424904572537.37,0,0,0,0,0,0,0,0
1424904575540.38,0,0,0,0,0,0,0,0
1424904578543.04,0,0,0,0,0,0,0,0
1424904581546.99,0,0,0,0,0,0,0,0
1424904584550.06,0,0,0,0,0,0,0,0
1424904587552.57,0,0,0,0,0,0,0,0
1424904590555.04,0,0,0,0,0,0,0,0
1424904593558.87,0,0,0,0,0,0,0,0
