timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23,cpu_24,cpu_25,cpu_26,cpu_27,cpu_28,cpu_29,cpu_30,cpu_31,cpu_32,cpu_33,cpu_34,cpu_35,cpu_36,cpu_37,cpu_38,cpu_39,cpu_40,cpu_41,cpu_42,cpu_43,cpu_44,cpu_45,cpu_46,cpu_47
1459956693000,0,6,0,0,1.01,0,0,0,0,0,0,0,4.95,0,7,0,0.99,0,0,0,0.99,0,0.99,0,0,0,7,0,0,0,2.97,0,0,0,0.99,0,0,0,0,0,0,0,1,0,4.95,0,0,0
1459956694000,0,1.02,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459956695000,0,2.97,1,0,0,0,4,0,0,0,0,0,23.23,0,12.87,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459956696000,0,2,0,0,0,0,0,0,0,0,0,0,29.59,0,34.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459956697000,0,2,0,0,0,0,0,0,0,0,0,0,36.36,0,28.71,0,0,0,0.99,0,0,0,0,0,0,0,0.99,0,0,0,5.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1459956698000,0.99,2,0,0,0,0,0,0,0,0,0,0,60.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459956699000,0,2.02,0,0,0,0,0,0,0,0,1,0,61.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1459956700000,1.98,2.97,0,0,1,0,0,0,0,0,0,0,59,0,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1459956701000,0,2,0,0,0,0,0,0,0,0,0,0,33.67,0,32.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459956702000,0,2,0,0,0,0,0,0,0,0,0,0,32.65,0,31,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
