timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23,cpu_24,cpu_25,cpu_26,cpu_27,cpu_28,cpu_29,cpu_30,cpu_31,cpu_32,cpu_33,cpu_34,cpu_35,cpu_36,cpu_37,cpu_38,cpu_39,cpu_40,cpu_41,cpu_42,cpu_43,cpu_44,cpu_45,cpu_46,cpu_47
1459955116000,10,3.96,0,0,4.04,0,0,0,1.01,0,0,0,2.97,0,3,0,0,0,0,0,0.99,0,0,0,0.99,0,6.93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955118000,1,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955119000,0,0,0,0,0,0,0.99,0,1,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955120000,0,0,0,0,1.98,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955121000,0,1.01,0,0,2,0,0,0,0.99,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0.99,0,2.97,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955122000,0,0.99,0,0,1.01,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96
1459955123000,0.99,0.99,0,0,1.98,0,0,0,0.99,0,0,0,5.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955124000,0,0,0,0,1.01,0,0,0,0,0,0,0,5.26,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955125000,0,0,0,0,1.98,0,0,0,0,0,0,0,5.26,0,5.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955126000,0,0,0,0,2,0,0,0,0,0,0,0,6.31,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955127000,0,0,0,0,1,0,0,0,0,0,0,0,5.26,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955128000,0.99,0,0,0,2,0,0,0,1,0,0,0,5.26,0,5,0,0.99,0,0,0,0,0,0,0,0,0,0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955129000,0,0,0,0,1.98,0,0,0,0,0,0,0,3.26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955130000,0,0.99,0,0,1.01,0,0,0,0,0,0,0,6.25,0,4.08,0,0,0,0,0,0,0,0,0,0.99,0,0.99,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459955131000,0,0,0,0,1,0,0,0,0,0,0,0,4.26,0,5,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955132000,0.99,0,0,0,2,0,0,0,0,0,0,0,4.25,0,4.95,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955133000,0,0,0,0,2,0,0,0,0.99,0,0,0,5.32,0,4.04,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955134000,0,0,0,0,1.98,0,0,0,0,0,0,0,4.26,0,4.08,0,1.01,0,0,0,0,0,0,0,0.99,0,0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955135000,0.99,0,0,0,1.01,0,0,0,0,0,0,0,5.26,0,5,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955136000,0.99,1,0,0,1.98,0,0,0,0,0,0,0,4.26,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459955137000,0,0,0,0,1.01,0,0,0,0.99,0,0,0,5.32,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955138000,0,0.99,0,0,2,0,0,0,0,0,0,0,6.25,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955139000,0.99,0,0,0,1,0,0,0,0,0,0,0,6.25,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955140000,0,0,0,0,1.01,0,0,0,0,0,0,0,4.35,0,4.04,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955141000,0,0,0,0,1.98,0,0,0,1.98,0,0,0,5.26,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955142000,0.99,0,0,0,1.01,0,0,0,0,0,0,0,3.23,0,3.06,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955143000,0,0,0,0,2.94,0,0,0,0,0,0,0,5.26,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955144000,0,0,0,0,1.01,0,0.99,0,0,0,0,0,4.31,0,3.06,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459955145000,0.99,0,0,0,1.98,0,0,0,0,0,0,0,5.32,0,3.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955146000,0,0,0,0,1.01,0,0,0,0,0,0.99,0,4.3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955147000,0,1,0,0,1,0,0,0,0.99,0,0,0,6.25,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955148000,0.99,0,0,0,2,0,0,0,0,0,0,0,4.26,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955149000,0,0,0,0,1.01,0,0,0,0,0,0,0,4.25,0.99,3.06,0,0.99,0,0,0,0,0,0,0,0.99,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955150000,0,0,0,0,1,0,0,0,0.99,0,0,0,6.25,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955151000,0.99,0,0,0,2,0,0,0,1,0,0,0,4.3,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955152000,0,0.99,0,0,1,0,0,0,0,0,0,0,4.25,0,5,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459955153000,0,0,0,0,2,0,0,0,0,0,0,0,5.26,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955154000,0.99,1,0,0,1,0,0,0,0,0,0,0,3.23,0,3.06,0,0,0,0,0,0,0,0.99,0,0.99,0,0.99,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955155000,0,0,0,0,2.97,0,0,0,0,0,0,0,5.26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955156000,0,0,0,0,1,0,0,0,0,0,0,0,6.39,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955157000,0,0,0,0,2,0,0,0,0,0,0.99,0,4.25,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955158000,0,0,0,0,1,0,0,0,0,0,0.99,0,4.31,0,4,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955159000,1,0,0,0,2,0,0,0,0,0,0,0,5.26,0,5,0,1.96,0,0,0,0,0,0,0,0.99,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955160000,0,0.99,0,0,1,0,0,0,0,0,0,0,5.26,0,5,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459955161000,0,0,0,0,2,0,0,0,0,0,0,0,4.25,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459955162000,1,0,0,0,1,0,0,0,0,0,0,0,7.37,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
