timestamp_ms,count,deleted
1485174277722,0,0
1485174280768,0,0
1485174283784,0,0
1485174286793,0,0
1485174289808,22,0
1485174292817,193,0
1485174295826,278,0
1485174298836,356,0
1485174301843,514,0
1485174304868,514,0
1485174307890,711,0
1485174310899,720,0
1485174313909,821,0
1485174316928,1150,0
1485174319940,1174,0
1485174322963,1361,0
1485174325974,1489,0
1485174328984,1489,0
1485174332012,1674,0
1485174335058,1815,0
1485174338074,1815,0
1485174341087,2021,0
1485174344109,2296,0
1485174347289,2296,0
1485174350352,2305,0
1485174353375,2533,0
1485174356391,2777,0
1485174359458,2777,0
1485174362486,2777,0
1485174365508,2953,0
1485174368729,3105,0
1485174371879,3145,0
1485174374912,3152,0
1485174377950,3320,0
1485174381201,3519,0
1485174384300,3554,0
1485174387318,3829,0
1485174390349,3946,0
1485174393648,4006,0
1485174396665,4006,0
1485174399714,4150,0
1485174402762,4250,0
1485174405778,4295,0
1485174408805,4387,0
1485174412456,4411,0
1485174415945,4471,0
1485174419082,4596,0
1485174422333,4666,0
1485174425398,4720,0
1485174429130,4824,0
1485174432387,4895,0
1485174435567,4981,0
1485174438586,5114,0
1485174441748,5265,0
1485174444853,5363,0
1485174448398,5440,0
1485174451504,5521,0
1485174454660,5574,0
1485174457679,5665,0
1485174460858,5748,0
1485174463887,5816,0
1485174468491,6005,0
1485174471546,6092,0
1485174474576,6179,0
1485174477598,6263,0
1485174480615,6354,0
1485174483688,6431,0
1485174486731,6509,0
1485174489761,6579,0
1485174492814,6678,0
1485174495842,6784,0
1485174499167,6906,0
1485174502252,7036,0
1485174505434,7109,0
1485174508451,7237,0
1485174511634,7310,0
1485174514650,7403,0
1485174517673,7507,0
1485174520689,7574,0
1485174523714,7685,0
1485174526976,7726,0
1485174530128,7855,0
1485174533337,7939,0
1485174536354,8016,0
1485174539693,8103,0
1485174542762,8137,0
1485174546004,8265,0
1485174549071,8365,0
1485174552695,8490,0
1485174556165,8536,0
1485174559183,8629,0
1485174562311,8716,0
1485174565421,8821,0
1485174568869,8898,0
1485174571888,9000,0
1485174574918,9074,0
1485174578089,9127,0
1485174581442,9250,0
1485174584471,9393,0
1485174587491,9393,0
1485174590715,9537,0
1485174594006,9537,0
1485174598576,9742,0
1485174601851,9858,0
1485174605383,9978,0
1485174608406,10049,0
1485174611662,10213,0
1485174614698,10257,0
1485174617727,10412,0
1485174620754,10476,0
1485174623790,10567,0
1485174626809,10733,0
1485174629889,10733,0
1485174633045,10882,0
1485174636204,10882,0
1485174639278,11063,0
1485174642683,11088,0
1485174645701,11237,0
1485174648720,11355,0
1485174651853,11395,0
1485174655263,11475,0
1485174658738,11535,0
1485174661838,11630,0
1485174664932,11711,0
1485174668022,11850,0
1485174671081,11124,0
1485174674479,11282,0
1485174679862,11386,0
1485174682900,11529,0
1485174686191,11679,0
1485174689597,11764,0
1485174692778,11843,0
1485174695866,12012,0
1485174699155,12060,0
1485174702176,12167,0
1485174705202,12277,0
1485174708694,12334,0
1485174713681,12562,0
1485174716914,12707,0
1485174720304,12829,0
1485174723478,12917,0
1485174726554,12957,0
1485174729679,13052,0
1485174733087,13132,0
1485174736250,13278,0
1485174739426,13350,0
1485174742959,13462,0
1485174746037,13527,0
1485174749165,13590,0
1485174752226,13632,0
1485174756088,13766,0
1485174759115,13830,0
1485174762259,13931,0
1485174765956,14035,0
1485174769080,14035,0
1485174772687,14173,0
1485174776564,14277,0
1485174780348,14332,0
1485174783626,14511,0
1485174787115,14569,0
1485174790551,14714,0
1485174793698,14781,0
1485174798049,14921,0
1485174801669,15109,0
1485174804960,15109,0
1485174808148,15265,0
1485174811460,15446,0
1485174814805,15498,0
1485174818014,15648,0
1485174821888,15709,0
1485174825014,15817,0
1485174828099,15957,0
1485174831272,15985,0
1485174834472,16071,0
1485174837635,16139,0
1485174840950,16207,0
1485174843970,16268,0
1485174848278,16443,0
1485174851839,16505,0
1485174854936,16582,0
1485174858674,15269,0
1485174861871,15358,0
1485174864920,15451,0
1485174868159,15485,0
1485174872792,15632,0
1485174875914,15632,0
1485174879371,15778,0
1485174883217,15865,0
1485174886542,15865,0
1485174890023,16003,0
1485174894711,16074,0
1485174897794,16144,0
1485174900828,16227,0
1485174904663,16347,0
1485174908169,16383,0
1485174911763,15450,0
1485174915603,15530,0
1485174918944,15612,0
1485174922373,15702,0
1485174925965,15810,0
1485174929385,15878,0
1485174936095,15950,0
1485174939139,16037,0
1485174942356,16116,0
1485174945671,16197,0
1485174948952,16273,0
1485174952124,16373,0
1485174955148,16416,0
1485174958790,16494,0
1485174962399,16564,0
1485174965545,16699,0
1485174969096,16771,0
1485174972478,16856,0
1485174976074,17023,0
1485174980812,17023,0
1485174983860,17192,0
1485174986884,17255,0
1485174990090,17330,0
1485174993704,17390,0
1485174996842,17472,0
1485175000791,17547,0
1485175004284,17686,0
1485175007328,17802,0
1485175010822,17802,0
1485175014934,17916,0
1485175018107,18001,0
1485175021750,18076,0
1485175026123,18266,0
1485175029232,18392,0
1485175033074,18433,0
1485175036845,18505,0
1485175039930,18570,0
1485175043737,18659,0
1485175047951,18826,0
1485175051366,18826,0
1485175054940,18826,0
1485175058920,18990,0
1485175062181,19029,0
1485175065477,19112,0
1485175069435,19235,0
1485175072457,19288,0
1485175075933,19359,0
1485175079390,19468,0
1485175082728,19468,0
1485175086789,19609,0
1485175090253,19648,0
1485175093598,19767,0
1485175097400,19821,0
1485175100633,19922,0
1485175103767,19922,0
1485175107453,20044,0
1485175114022,20179,0
1485175117849,20330,0
1485175122401,20391,0
1485175125420,20468,0
1485175128851,20601,0
1485175132572,20653,0
1485175135601,20727,0
1485175139472,20859,0
1485175144079,20941,0
1485175147099,21015,0
1485175150322,21099,0
1485175154318,21185,0
1485175157474,21264,0
1485175160956,21386,0
1485175164718,21444,0
1485175167748,21509,0
1485175171230,21509,0
1485175175062,21644,0
1485175178129,21762,0
1485175181497,21762,0
1485175185708,21880,0
1485175189301,21951,0
1485175193109,21951,0
1485175196853,22132,0
1485175200128,22132,0
1485175204063,22204,0
1485175207693,22204,0
1485175210724,22337,0
1485175214039,22423,0
1485175217200,22456,0
1485175220772,22524,0
1485175224582,22595,0
1485175228151,22744,0
1485175231575,22863,0
1485175235443,22863,0
1485175238934,22993,0
1485175242484,23060,0
1485175246091,23211,0
1485175249691,23211,0
1485175253105,23362,0
1485175256806,23425,0
1485175260251,23511,0
1485175264617,23545,0
1485175268116,23652,0
1485175271136,23652,0
