timestamp_ms,total
1485174520699,0
1485174523719,0
1485174526983,0
1485174530136,0
1485174533342,0
1485174536360,0
1485174539731,0
1485174542771,0
1485174546058,0
1485174549076,0
1485174552770,0
1485174556170,0
1485174559188,0
1485174562315,0
1485174565423,0
1485174568876,0
1485174571893,0
1485174574919,0
1485174578093,0
1485174581451,0
1485174584475,0
1485174587493,0
1485174590719,0
1485174594030,0
1485174598602,0
1485174601852,0
1485174605389,0
1485174608410,0
1485174611669,0
1485174614704,0
1485174617732,0
1485174620757,0
1485174623795,0
1485174626876,0
1485174629889,0
1485174633050,0
1485174636208,0
1485174639636,0
1485174642686,0
1485174645705,0
1485174648721,0
1485174651857,0
1485174655266,0
1485174658740,0
1485174661841,0
1485174664978,0
1485174668026,0
1485174671082,0
1485174674484,0
1485174679885,0
1485174682903,0
1485174686235,0
1485174689625,0
1485174692783,0
1485174695869,0
1485174699158,0
1485174702178,0
1485174705206,0
1485174708698,0
1485174713681,0
1485174716936,1
1485174720307,1
1485174723483,1
1485174726660,1
1485174729687,1
1485174733165,1
1485174736254,2
1485174739537,2
1485174742962,2
1485174746038,2
1485174749169,2
1485174752228,2
1485174756092,2
1485174759215,2
1485174762268,2
1485174766065,2
1485174769090,2
1485174772696,2
1485174776577,2
1485174780352,2
1485174783623,2
1485174787117,4
1485174790555,4
1485174793698,4
1485174798106,4
1485174801670,4
1485174805068,4
1485174808150,4
1485174811466,4
1485174814823,4
1485174818017,4
1485174821902,6
1485174825042,6
1485174828259,6
1485174831276,6
1485174834473,6
1485174837636,6
1485174840954,6
1485174843971,6
1485174848281,6
1485174851841,6
1485174854942,6
1485174858748,6
1485174861875,6
1485174864924,6
1485174868167,7
1485174872795,7
1485174875920,7
1485174879375,8
1485174883238,8
1485174886569,8
1485174890032,8
1485174894754,8
1485174897799,8
1485174900834,8
1485174904664,8
1485174908204,9
1485174911787,9
1485174915605,9
1485174918947,9
1485174922376,9
1485174926025,10
1485174929386,10
1485174936104,11
1485174939150,11
1485174942359,11
1485174945932,12
1485174948956,13
1485174952129,13
1485174955152,13
1485174958791,14
1485174962402,14
1485174965793,14
1485174969099,14
1485174972614,14
1485174976223,15
1485174980822,15
1485174983864,16
1485174986888,16
1485174990096,17
1485174993706,18
1485174997079,19
1485175000833,19
1485175004294,19
1485175007333,19
1485175010824,20
1485175014986,20
1485175018116,21
1485175021760,21
1485175026138,21
1485175029797,21
1485175033076,21
1485175036847,21
1485175040062,21
1485175043746,22
1485175047965,22
1485175051585,22
1485175054942,22
1485175059065,22
1485175062182,23
1485175065478,24
1485175069448,26
1485175072464,26
1485175075945,26
1485175079395,26
1485175082739,26
1485175086791,26
1485175090254,26
1485175093600,26
1485175097402,27
1485175100754,27
1485175103771,29
1485175107457,29
1485175114025,29
1485175117850,29
1485175122406,32
1485175125424,32
1485175128852,32
1485175132576,32
1485175135605,32
1485175139538,32
1485175144084,32
1485175147104,32
1485175150326,32
1485175154325,32
1485175157480,33
1485175161089,33
1485175164723,33
1485175167754,34
1485175171235,35
1485175175064,37
1485175178238,37
1485175181500,37
1485175185712,37
1485175189313,37
1485175193113,37
1485175196858,37
1485175200350,38
1485175204065,38
1485175207706,38
1485175210728,39
1485175214045,40
1485175217205,40
1485175220860,40
1485175224615,40
1485175228161,41
1485175231592,42
1485175235497,42
1485175238943,42
1485175242713,42
1485175246105,42
1485175249699,42
1485175253127,42
1485175256808,42
1485175260253,42
1485175264685,44
1485175268118,44
1485175271136,44
1485175274781,44
1485175278958,44
1485175282074,45
1485175286345,47
1485175290086,47
1485175293156,47
1485175296651,47
1485175300792,47
1485175303819,48
1485175307376,49
1485175310693,49
1485175314031,51
1485175318151,51
1485175321418,51
1485175324439,51
1485175327905,51
1485175331309,53
1485175334487,53
1485175338508,53
1485175341831,53
1485175345074,53
1485175348974,55
1485175352842,57
1485175356226,58
1485175359492,58
1485175362691,58
1485175366013,58
1485175369081,58
1485175373113,58
1485175377082,58
1485175380238,59
1485175383767,59
1485175387468,59
1485175391144,59
1485175394521,59
1485175398145,59
1485175401239,59
1485175404825,61
1485175408399,63
1485175411417,64
1485175414480,64
1485175417659,65
1485175420920,65
1485175423997,67
1485175427014,67
1485175430204,67
1485175433408,67
1485175436562,67
1485175439757,67
1485175442885,68
1485175446250,69
1485175449267,69
1485175452308,69
1485175455434,69
1485175458589,70
1485175461609,71
1485175464625,72
1485175467669,72
1485175470795,73
1485175473811,73
1485175476824,73
