timestamp_ms,total
1485174344113,0
1485174347294,0
1485174350355,0
1485174353377,3
1485174356394,4
1485174359463,4
1485174362487,5
1485174365510,11
1485174368731,16
1485174371882,17
1485174374914,17
1485174377979,23
1485174381289,29
1485174384302,33
1485174387324,38
1485174390400,44
1485174393649,53
1485174396667,53
1485174399716,54
1485174402762,63
1485174405789,68
1485174408806,69
1485174412456,73
1485174415947,77
1485174419090,80
1485174422342,83
1485174425418,85
1485174429186,89
1485174432390,95
1485174435569,101
1485174438697,103
1485174441751,109
1485174444857,112
1485174448401,115
1485174451504,117
1485174454662,120
1485174457844,122
1485174460859,126
1485174463889,128
1485174468474,132
1485174471559,137
1485174474578,139
1485174477601,143
1485174480641,144
1485174483691,147
1485174486733,149
1485174489762,152
1485174492815,154
1485174495843,158
1485174499186,161
1485174502302,165
1485174505436,168
1485174508452,171
1485174511636,174
1485174514665,177
1485174517676,182
1485174520691,184
1485174523716,186
1485174526980,190
1485174530133,192
1485174533340,194
1485174536355,196
1485174539697,199
1485174542769,200
1485174546007,203
1485174549075,205
1485174552813,207
1485174556168,209
1485174559298,211
1485174562313,213
1485174565536,215
1485174568871,218
1485174571890,220
1485174574977,221
1485174578094,224
1485174581448,226
1485174584473,228
1485174587493,231
1485174590716,234
1485174594007,237
1485174598583,241
1485174601975,243
1485174605387,247
1485174608408,250
1485174611664,252
1485174614702,254
1485174617730,258
1485174620756,260
1485174623792,262
1485174626812,264
1485174629987,266
1485174633047,268
1485174636206,270
1485174639362,272
1485174642685,275
1485174645703,278
1485174648723,282
1485174651854,283
1485174655264,285
1485174658739,288
1485174661839,292
1485174664934,293
1485174668024,297
1485174671213,300
1485174674483,302
1485174679868,307
1485174682977,310
1485174686185,314
1485174689615,317
1485174692781,319
1485174695867,321
1485174699156,324
1485174702180,328
1485174705205,330
1485174708696,332
1485174713765,336
1485174716973,339
1485174720305,342
1485174723481,344
1485174726556,346
1485174729684,349
1485174733091,353
1485174736257,356
1485174739529,360
1485174742960,364
1485174746101,367
1485174749166,370
1485174752294,376
1485174756089,379
1485174759117,381
1485174762265,385
1485174765970,390
1485174769143,392
1485174772679,395
1485174776577,401
1485174780349,406
1485174783621,412
1485174787119,416
1485174790553,422
1485174793812,424
1485174798084,430
1485174801669,435
1485174805032,441
1485174808235,444
1485174811463,450
1485174814822,456
1485174818025,461
1485174822001,466
1485174825027,471
1485174828190,475
1485174831274,481
1485174834511,484
1485174837675,487
1485174840952,491
1485174844198,495
1485174848502,499
1485174851918,502
1485174854937,507
1485174858676,511
1485174861883,515
1485174864921,518
1485174868171,524
1485174872793,528
1485174875915,529
1485174879373,532
1485174883230,535
1485174886559,540
1485174890032,542
1485174894715,544
1485174897796,547
1485174900831,550
1485174905152,553
1485174908186,555
1485174911777,555
1485174915608,557
1485174918950,559
1485174922375,561
1485174925966,563
1485174929486,565
1485174936101,569
1485174939141,571
1485174942357,571
1485174945719,573
1485174948954,575
1485174952127,576
1485174955150,578
1485174958835,579
1485174962401,582
1485174965546,583
1485174969098,586
1485174972479,588
1485174976076,589
1485174980815,593
1485174983862,594
1485174986886,596
1485174990093,597
1485174993705,599
1485174996869,602
1485175000793,604
1485175004292,607
1485175007330,609
1485175011334,611
1485175014942,613
1485175018113,616
1485175021777,618
1485175026123,621
1485175029405,623
1485175033125,626
1485175036909,628
1485175039942,629
1485175043740,632
1485175047957,633
1485175051368,635
1485175054942,638
1485175058922,639
1485175062185,641
1485175065525,642
1485175069446,644
1485175072458,646
1485175075933,648
1485175079392,650
1485175082735,651
1485175086931,652
1485175090516,654
1485175093598,657
1485175097404,658
1485175100635,660
1485175103768,661
1485175107454,664
1485175114023,667
1485175117850,669
1485175122404,673
1485175125421,675
1485175128963,677
1485175132574,679
1485175135602,681
1485175139506,683
1485175144082,684
1485175147101,686
1485175150407,688
1485175154320,689
1485175157477,691
1485175160958,693
1485175164721,695
1485175167751,696
1485175171234,698
1485175175114,700
1485175178131,702
1485175181497,703
1485175185711,704
1485175189309,706
1485175193110,709
1485175196857,710
1485175200132,712
1485175204150,713
1485175207703,715
1485175210726,716
1485175214042,717
1485175217258,719
1485175220773,721
1485175224600,723
1485175228162,723
1485175231574,725
1485175235444,727
1485175238952,728
1485175242485,730
1485175246122,732
1485175249697,734
1485175253129,736
1485175256807,739
1485175260296,741
1485175264616,744
1485175268119,746
1485175271138,748
1485175274721,750
1485175278955,752
1485175282096,754
1485175286175,756
1485175290088,758
1485175293157,761
1485175296721,763
1485175300788,767
1485175303817,770
1485175307430,772
1485175310690,774
1485175314030,776
1485175318148,779
1485175321423,783
1485175324436,787
1485175327903,791
1485175331458,794
1485175334847,798
1485175338639,801
1485175341828,802
1485175345086,804
1485175348972,807
1485175352823,810
1485175356237,816
1485175359491,820
1485175362700,825
1485175366014,829
1485175369079,834
1485175373119,838
1485175376984,840
1485175380237,842
1485175383765,845
1485175387591,849
1485175391142,853
1485175394522,861
1485175398198,865
1485175401390,871
1485175404770,881
1485175408399,887
1485175411415,893
1485175414486,900
1485175417651,906
1485175420923,912
1485175423993,921
1485175427013,928
1485175430218,936
1485175433540,943
1485175436569,953
1485175439592,957
1485175442886,964
1485175446248,973
1485175449269,975
1485175452311,979
1485175455441,982
1485175458586,982
1485175461609,986
1485175464624,989
1485175467672,990
1485175470799,993
1485175473811,993
1485175476829,996
