timestamp_ms,total
1485174520699,0
1485174523719,0
1485174526983,0
1485174530136,0
1485174533342,0
1485174536360,0
1485174539731,0
1485174542771,0
1485174546058,0
1485174549076,0
1485174552770,0
1485174556170,0
1485174559188,0
1485174562315,0
1485174565423,0
1485174568876,0
1485174571893,0
1485174574919,0
1485174578093,0
1485174581451,0
1485174584475,0
1485174587493,0
1485174590719,0
1485174594030,0
1485174598602,0
1485174601852,0
1485174605389,0
1485174608410,0
1485174611669,0
1485174614704,0
1485174617732,0
1485174620757,0
1485174623795,0
1485174626876,0
1485174629889,0
1485174633050,0
1485174636208,0
1485174639636,0
1485174642686,0
1485174645705,0
1485174648721,0
1485174651857,0
1485174655266,0
1485174658740,0
1485174661841,0
1485174664978,4
1485174668026,10
1485174671082,14
1485174674484,14
1485174679885,20
1485174682903,24
1485174686235,32
1485174689625,34
1485174692783,36
1485174695869,38
1485174699158,40
1485174702178,42
1485174705206,42
1485174708698,42
1485174713681,44
1485174716936,48
1485174720307,50
1485174723483,52
1485174726660,56
1485174729687,60
1485174733165,62
1485174736254,66
1485174739537,66
1485174742962,66
1485174746038,66
1485174749169,70
1485174752228,70
1485174756092,72
1485174759215,76
1485174762268,82
1485174766065,85
1485174769090,89
1485174772696,93
1485174776577,95
1485174780352,99
1485174783623,101
1485174787117,105
1485174790555,107
1485174793698,109
1485174798106,113
1485174801670,119
1485174805068,125
1485174808150,131
1485174811466,137
1485174814823,138
1485174818017,138
1485174821902,146
1485174825042,148
1485174828259,148
1485174831276,152
1485174834473,156
1485174837636,162
1485174840954,166
1485174843971,168
1485174848281,174
1485174851841,176
1485174854942,180
1485174858748,188
1485174861875,190
1485174864924,192
1485174868167,199
1485174872795,205
1485174875920,209
1485174879375,215
1485174883238,217
1485174886569,225
1485174890032,229
1485174894754,233
1485174897799,235
1485174900834,239
1485174904664,245
1485174908204,259
1485174911787,267
1485174915605,274
1485174918947,280
1485174922376,284
1485174926025,292
1485174929386,298
1485174936104,312
1485174939150,316
1485174942359,326
1485174945932,334
1485174948956,340
1485174952129,344
1485174955152,348
1485174958791,356
1485174962402,358
1485174965793,364
1485174969099,374
1485174972614,378
1485174976223,384
1485174980822,394
1485174983864,404
1485174986888,408
1485174990096,413
1485174993706,420
1485174997079,425
1485175000833,432
1485175004294,438
1485175007333,446
1485175010824,449
1485175014986,454
1485175018116,457
1485175021760,465
1485175026138,477
1485175029797,481
1485175033076,489
1485175036847,497
1485175040062,501
1485175043746,509
1485175047965,517
1485175051585,527
1485175054942,533
1485175059065,537
1485175062182,541
1485175065478,545
1485175069448,553
1485175072464,559
1485175075945,569
1485175079395,573
1485175082739,583
1485175086791,593
1485175090254,600
1485175093600,605
1485175097402,609
1485175100754,613
1485175103771,622
1485175107457,629
1485175114025,648
1485175117850,656
1485175122406,671
1485175125424,677
1485175128852,679
1485175132576,683
1485175135605,683
1485175139538,691
1485175144084,699
1485175147104,704
1485175150326,710
1485175154325,718
1485175157480,730
1485175161089,736
1485175164723,740
1485175167754,743
1485175171235,752
1485175175064,765
1485175178238,771
1485175181500,777
1485175185712,785
1485175189313,787
1485175193113,797
1485175196858,805
1485175200350,818
1485175204065,824
1485175207706,826
1485175210728,827
1485175214045,828
1485175217205,833
1485175220860,843
1485175224615,853
1485175228161,865
1485175231592,872
1485175235497,882
1485175238943,894
1485175242713,908
1485175246105,915
1485175249699,923
1485175253127,931
1485175256808,934
1485175260253,938
1485175264685,947
1485175268118,957
1485175271136,961
1485175274781,969
1485175278958,975
1485175282074,982
1485175286345,994
1485175290086,1001
1485175293156,1007
1485175296651,1017
1485175300792,1027
1485175303819,1036
1485175307376,1045
1485175310693,1051
1485175314031,1059
1485175318151,1067
1485175321418,1077
1485175324439,1083
1485175327905,1089
1485175331309,1096
1485175334487,1104
1485175338508,1115
1485175341831,1121
1485175345074,1129
1485175348974,1143
1485175352842,1158
1485175356226,1168
1485175359492,1176
1485175362691,1186
1485175366013,1193
1485175369081,1199
1485175373113,1207
1485175377082,1213
1485175380238,1226
1485175383767,1230
1485175387468,1240
1485175391144,1248
1485175394521,1262
1485175398145,1270
1485175401239,1274
1485175404825,1285
1485175408399,1299
1485175411417,1310
1485175414480,1324
1485175417659,1332
1485175420920,1339
1485175423997,1345
1485175427014,1353
1485175430204,1361
1485175433408,1367
1485175436562,1373
1485175439757,1379
1485175442885,1388
1485175446250,1399
1485175449267,1399
1485175452308,1403
1485175455434,1407
1485175458589,1414
1485175461609,1427
1485175464625,1431
1485175467669,1431
1485175470795,1440
1485175473811,1440
1485175476824,1450
