timestamp_ms,max_file_descriptors,open_file_descriptors
1485174277483,64000,149
1485174280536,64000,160
1485174283547,64000,160
1485174286554,64000,160
1485174289564,64000,173
1485174292621,64000,171
1485174295626,64000,181
1485174298633,64000,178
1485174301640,64000,185
1485174304649,64000,195
1485174307659,64000,202
1485174310666,64000,201
1485174313717,64000,222
1485174316736,64000,213
1485174319766,64000,224
1485174322800,64000,242
1485174325812,64000,228
1485174328834,64000,227
1485174331854,64000,238
1485174334875,64000,241
1485174337889,64000,222
1485174340901,64000,263
1485174343920,64000,261
1485174346947,64000,261
1485174349973,64000,275
1485174353028,64000,274
1485174356047,64000,274
1485174359154,64000,265
1485174362226,64000,265
1485174365249,64000,279
1485174368303,64000,287
1485174371584,64000,262
1485174374607,64000,270
1485174377658,64000,286
1485174380681,64000,284
1485174383723,64000,251
1485174386776,64000,259
1485174389938,64000,276
1485174392953,64000,280
1485174395968,64000,268
1485174398994,64000,282
1485174402038,64000,276
1485174405232,64000,295
1485174408304,64000,291
1485174412843,64000,300
1485174415962,64000,314
1485174419096,64000,317
1485174422216,64000,324
1485174425400,64000,332
1485174429132,64000,323
1485174432062,64000,326
1485174435574,64000,331
1485174438044,64000,331
1485174441322,64000,341
1485174445365,64000,343
1485174448218,64000,349
1485174450508,64000,357
1485174454664,64000,362
1485174457411,64000,361
1485174460862,64000,369
1485174463987,64000,375
1485174467689,64000,379
1485174470746,64000,367
1485174474453,64000,366
1485174477603,64000,368
1485174480631,64000,368
1485174483710,64000,359
1485174486725,64000,366
1485174489741,64000,360
1485174491996,64000,354
1485174495842,64000,358
1485174499221,64000,344
1485174502233,64000,340
1485174505439,64000,344
1485174508472,64000,348
1485174511521,64000,358
1485174514537,64000,347
1485174517266,64000,381
1485174520361,64000,383
1485174523581,64000,385
1485174527003,64000,391
1485174530130,64000,396
1485174533327,64000,402
1485174536340,64000,408
1485174539735,64000,405
1485174542763,64000,412
1485174546010,64000,410
1485174549226,64000,415
1485174552697,64000,411
1485174556116,64000,418
1485174559134,64000,422
1485174562377,64000,425
1485174565400,64000,409
1485174568744,64000,412
1485174571772,64000,407
1485174574923,64000,400
1485174578117,64000,395
1485174581388,64000,388
1485174584477,64000,382
1485174587527,64000,390
1485174590726,64000,369
1485174593961,64000,378
1485174598842,64000,383
1485174601867,64000,386
1485174605394,64000,393
1485174608412,64000,398
1485174611677,64000,395
1485174614708,64000,399
1485174617739,64000,397
1485174620763,64000,391
1485174622972,64000,392
1485174626480,64000,390
1485174629869,64000,400
1485174633086,64000,400
1485174636197,64000,399
1485174639279,64000,398
1485174642689,64000,390
1485174645707,64000,385
1485174647955,64000,384
1485174652189,64000,386
1485174655285,64000,387
1485174658827,64000,389
1485174661846,64000,400
1485174664939,64000,397
1485174668034,64000,396
1485174671087,64000,386
1485174674807,64000,386
1485174679376,64000,388
1485174682479,64000,388
1485174685599,64000,392
1485174689051,64000,396
1485174692371,64000,402
1485174695486,64000,403
1485174698584,64000,409
1485174702093,64000,411
1485174705644,64000,408
1485174708708,64000,417
1485174712917,64000,413
1485174717184,64000,420
1485174720406,64000,414
1485174722766,64000,395
1485174725789,64000,408
1485174728805,64000,406
1485174732325,64000,407
1485174735435,64000,412
1485174739908,64000,425
1485174742972,64000,426
1485174745312,64000,428
1485174748469,64000,423
1485174751489,64000,413
1485174756108,64000,415
1485174759119,64000,418
1485174762898,64000,424
1485174766028,64000,429
1485174769118,64000,426
1485174773504,64000,416
1485174776741,64000,424
1485174780372,64000,411
1485174783675,64000,418
1485174787153,64000,415
1485174790595,64000,411
1485174793715,64000,416
1485174798083,64000,427
1485174801698,64000,407
1485174804977,64000,420
1485174808169,64000,421
1485174811462,64000,424
1485174814882,64000,433
1485174818474,64000,439
1485174821913,64000,438
1485174825062,64000,437
1485174828103,64000,426
1485174830906,64000,431
1485174834490,64000,436
1485174837658,64000,445
1485174840767,64000,432
1485174843855,64000,435
1485174848252,64000,440
1485174851728,64000,436
1485174854925,64000,439
1485174858408,64000,428
1485174861872,64000,423
1485174864924,64000,427
1485174868161,64000,432
1485174872842,64000,430
1485174876179,64000,439
1485174879379,64000,433
1485174883265,64000,439
1485174886523,64000,443
1485174890201,64000,441
1485174893988,64000,444
1485174897280,64000,443
1485174900903,64000,431
1485174904682,64000,422
1485174908168,64000,431
1485174911716,64000,430
1485174915571,64000,418
1485174918955,64000,415
1485174922276,64000,425
1485174925387,64000,404
1485174930093,64000,402
1485174936118,64000,410
1485174939149,64000,410
1485174942244,64000,404
1485174945560,64000,397
1485174948862,64000,401
1485174952066,64000,393
1485174955241,64000,390
1485174958663,64000,391
1485174962416,64000,394
1485174965597,64000,390
1485174969083,64000,393
1485174972490,64000,404
1485174975901,64000,394
1485174980814,64000,401
1485174983485,64000,402
1485174986686,64000,401
1485174990043,64000,409
1485174993738,64000,410
1485174996849,64000,409
1485175000119,64000,413
1485175004201,64000,415
1485175007462,64000,415
1485175010490,64000,429
1485175014959,64000,423
1485175018727,64000,422
1485175022148,64000,426
1485175029246,64000,427
1485175032909,64000,428
1485175036813,64000,438
1485175039976,64000,436
1485175043749,64000,443
1485175047908,64000,434
1485175051271,64000,446
1485175054895,64000,448
1485175058734,64000,447
1485175062194,64000,438
1485175065655,64000,441
1485175069326,64000,429
1485175072564,64000,428
1485175075942,64000,433
1485175079401,64000,433
1485175083704,64000,441
1485175086785,64000,434
