timestamp_ms,free_in_bytes,total_in_bytes,used_in_bytes
1485174344113,8077238272,8321495040,244256768
1485174347294,8077238272,8321495040,244256768
1485174350355,8077238272,8321495040,244256768
1485174353377,8077238272,8321495040,244256768
1485174356394,8077238272,8321495040,244256768
1485174359463,8077238272,8321495040,244256768
1485174362487,8077238272,8321495040,244256768
1485174365510,8077238272,8321495040,244256768
1485174368731,8077238272,8321495040,244256768
1485174371882,8077238272,8321495040,244256768
1485174374914,8077238272,8321495040,244256768
1485174377979,8077238272,8321495040,244256768
1485174381289,8077238272,8321495040,244256768
1485174384302,8077238272,8321495040,244256768
1485174387324,8077238272,8321495040,244256768
1485174390400,8077238272,8321495040,244256768
1485174393649,8077238272,8321495040,244256768
1485174396667,8077238272,8321495040,244256768
1485174399716,8077238272,8321495040,244256768
1485174402762,8077238272,8321495040,244256768
1485174405789,8077238272,8321495040,244256768
1485174408806,8077238272,8321495040,244256768
1485174412456,8077238272,8321495040,244256768
1485174415947,8077238272,8321495040,244256768
1485174419090,8077238272,8321495040,244256768
1485174422342,8077238272,8321495040,244256768
1485174425418,8077238272,8321495040,244256768
1485174429186,8077238272,8321495040,244256768
1485174432390,8077238272,8321495040,244256768
1485174435569,8077238272,8321495040,244256768
1485174438697,8077238272,8321495040,244256768
1485174441751,8077238272,8321495040,244256768
1485174444857,8077238272,8321495040,244256768
1485174448401,8077238272,8321495040,244256768
1485174451504,8077238272,8321495040,244256768
1485174454662,8077238272,8321495040,244256768
1485174457844,8077238272,8321495040,244256768
1485174460859,8077238272,8321495040,244256768
1485174463889,8077238272,8321495040,244256768
1485174468474,8077238272,8321495040,244256768
1485174471559,8077238272,8321495040,244256768
1485174474578,8077238272,8321495040,244256768
1485174477601,8077238272,8321495040,244256768
1485174480641,8077238272,8321495040,244256768
1485174483691,8077238272,8321495040,244256768
1485174486733,8077238272,8321495040,244256768
1485174489762,8077238272,8321495040,244256768
1485174492815,8077238272,8321495040,244256768
1485174495843,8077238272,8321495040,244256768
1485174499186,8077238272,8321495040,244256768
1485174502302,8077238272,8321495040,244256768
1485174505436,8077238272,8321495040,244256768
1485174508452,8077238272,8321495040,244256768
1485174511636,8077238272,8321495040,244256768
1485174514665,8077238272,8321495040,244256768
