timestamp_ms,total_capacity_in_bytes,used_in_bytes
1485174343923,0,0
1485174346962,0,0
1485174349973,0,0
1485174353030,0,0
1485174356044,0,0
1485174359189,0,0
1485174362225,0,0
1485174365248,0,0
1485174368308,0,0
1485174371583,0,0
1485174374604,0,0
1485174377660,0,0
1485174380684,0,0
1485174383731,0,0
1485174386867,0,0
1485174389940,0,0
1485174392950,0,0
1485174395972,0,0
1485174398992,0,0
1485174402040,0,0
1485174405250,0,0
1485174408300,0,0
1485174412607,0,0
1485174416072,0,0
1485174419098,0,0
1485174422386,0,0
1485174425421,0,0
1485174429191,4941451,4941451
1485174432073,8416928,8416928
1485174435575,8416928,8416928
1485174438057,8416928,8416928
1485174441359,8416928,8416928
1485174444890,8416928,8416928
1485174448274,8416928,8416928
1485174451563,8416928,8416928
1485174454666,10658367,10658367
1485174457217,12824784,12824784
1485174460880,12824784,12824784
1485174464640,12824784,12824784
1485174467687,15138699,15138699
1485174470745,17297023,17297023
1485174474498,17297023,17297023
1485174477604,17297023,17297023
1485174480666,17297023,17297023
1485174483699,17297023,17297023
1485174485745,17297023,17297023
1485174489740,17297023,17297023
1485174491999,17297023,17297023
1485174495857,17297023,17297023
1485174499179,17297023,17297023
1485174502275,19845614,19845614
1485174505438,19845614,19845614
1485174508475,19845614,19845614
1485174511519,19845614,19845614
1485174514533,19845614,19845614
1485174517263,19845614,19845614
1485174520362,19845614,19845614
1485174523584,19845614,19845614
1485174526982,19845614,19845614
1485174530137,19845614,19845614
1485174533322,19845614,19845614
1485174536344,19845614,19845614
1485174539750,19845614,19845614
1485174542774,19845614,19845614
1485174546012,19845614,19845614
1485174549230,19845614,19845614
1485174552822,19845614,19845614
1485174556112,19845614,19845614
1485174559130,19845614,19845614
1485174562323,19845614,19845614
1485174565539,19845614,19845614
1485174568758,19845614,19845614
1485174571767,21484513,21484513
1485174574979,23161460,23161460
1485174578150,25598682,25598682
1485174581456,25598682,25598682
1485174584478,23885104,23885104
1485174587509,25470409,25470409
1485174590729,25470409,25470409
1485174593958,27255717,27255717
1485174598585,29051191,29051191
1485174602373,29941603,29941603
1485174605392,29941603,29941603
1485174608414,29941603,29941603
1485174611678,29941603,29941603
1485174614710,29941603,29941603
1485174617743,29941603,29941603
1485174620764,29941603,29941603
1485174622974,29941603,29941603
1485174626477,30871815,30871815
1485174629992,33464418,33464418
1485174633180,33464418,33464418
1485174636194,31825542,31825542
1485174639366,34969149,34969149
1485174642688,34969149,34969149
1485174645708,36655543,36655543
1485174647962,36655543,36655543
1485174650985,36655543,36655543
1485174655668,39850606,39850606
1485174658801,39850606,39850606
1485174661882,39850606,39850606
1485174664936,37413384,37413384
1485174668031,37413384,37413384
1485174671215,37413384,37413384
1485174674498,39024901,39024901
1485174679393,39024901,39024901
1485174682505,39024901,39024901
1485174685704,39024901,39024901
1485174689054,39024901,39024901
1485174692354,39024901,39024901
1485174695484,39024901,39024901
1485174698605,39024901,39024901
1485174702092,39024901,39024901
1485174705215,39024901,39024901
1485174709041,39024901,39024901
1485174712912,39024901,39024901
1485174717189,39024901,39024901
1485174720373,39024901,39024901
1485174722769,39024901,39024901
1485174725792,39024901,39024901
1485174730080,39024901,39024901
1485174732326,39024901,39024901
1485174735432,39024901,39024901
1485174738644,40629735,40629735
1485174743026,40629735,40629735
1485174745314,43065124,43065124
1485174748464,41479819,41479819
1485174752836,41479819,41479819
1485174756101,43068042,43068042
1485174759120,43068042,43068042
1485174762378,44423334,44423334
1485174766017,44423334,44423334
1485174769635,44423334,44423334
1485174773068,46029061,46029061
1485174777341,47635390,47635390
1485174780438,47635390,47635390
1485174783677,50727601,50727601
1485174787497,50727601,50727601
1485174790681,52260738,52260738
1485174793985,53847709,53847709
1485174798647,53847709,53847709
1485174801893,55562694,55562694
1485174805139,55562694,55562694
1485174808350,57136127,57136127
1485174811465,57136127,57136127
1485174814865,57136127,57136127
1485174818048,57136127,57136127
1485174822003,57390525,57390525
1485174825064,57136127,57136127
1485174828193,58257892,58257892
1485174830947,59316779,59316779
1485174834489,59316779,59316779
1485174837657,59316779,59316779
1485174840766,59316779,59316779
1485174844202,59316779,59316779
1485174848504,59316779,59316779
1485174851787,59316779,59316779
1485174854982,59316779,59316779
1485174858568,59316779,59316779
1485174861875,59316779,59316779
1485174864949,61879785,61879785
1485174869199,61687135,61687135
1485174872817,61687135,61687135
1485174875936,61687135,61687135
1485174879227,65774908,65774908
1485174883240,62616832,62616832
1485174886525,62616832,62616832
1485174890196,62616832,62616832
1485174893992,64012010,64012010
1485174897275,66830045,66830045
1485174900963,69665921,69665921
1485174905155,66508211,66508211
1485174908205,67808792,67808792
1485174911722,67808792,67808792
1485174915566,67808792,67808792
1485174918953,67808792,67808792
1485174922280,64623669,64623669
1485174925401,64623669,64623669
1485174928541,64623669,64623669
1485174936111,65920596,65920596
1485174939145,65920596,65920596
1485174942299,69777975,69777975
1485174945561,69777975,69777975
1485174948910,69777975,69777975
1485174952089,69777975,69777975
1485174955159,68719088,68719088
1485174958839,71788352,71788352
1485174962412,66698921,66698921
1485174965565,66698921,66698921
1485174969080,66698921,66698921
1485174972486,66698921,66698921
1485174975904,63610005,63610005
1485174980817,65012711,65012711
1485174983483,65012711,65012711
1485174986684,65012711,65012711
1485174990037,65012711,65012711
1485174993721,65012711,65012711
1485174996867,66380218,66380218
1485175001272,66380535,66380535
1485175004205,66380535,66380535
1485175007349,66380535,66380535
1485175011923,66380535,66380535
1485175014944,66380535,66380535
1485175018121,66380535,66380535
1485175022662,67740430,67740430
1485175026151,67740430,67740430
1485175029400,69764006,69764006
1485175033127,68597234,68597234
1485175036912,70304585,70304585
1485175039964,70304585,70304585
1485175044904,70304585,70304585
1485175047923,70304585,70304585
1485175051271,71890313,71890313
1485175054896,72219528,72219528
1485175058738,71890313,71890313
1485175062191,71890313,71890313
1485175065658,71890313,71890313
1485175069320,71890313,71890313
1485175072460,71890313,71890313
1485175075934,71890313,71890313
1485175079402,71890313,71890313
1485175082737,71890313,71890313
1485175086934,74002286,74002286
1485175090576,74002286,74002286
1485175093594,74002286,74002286
1485175096764,74002286,74002286
1485175100637,78608588,78608588
1485175103771,78608588,78608588
1485175108811,78608588,78608588
1485175114031,78608588,78608588
1485175119372,78608588,78608588
1485175122410,75681998,75681998
1485175125433,75681998,75681998
1485175128965,75681998,75681998
1485175132584,75681998,75681998
1485175135612,75681998,75681998
1485175141033,75681998,75681998
1485175143641,75681998,75681998
1485175146761,75681998,75681998
1485175150212,76187102,76187102
1485175154313,75681998,75681998
1485175157483,75681998,75681998
1485175160872,75681998,75681998
1485175164733,75681998,75681998
1485175167746,75681998,75681998
1485175171108,75681998,75681998
1485175175117,75681998,75681998
1485175178134,75681998,75681998
1485175182652,79698261,79698261
1485175185715,79698261,79698261
1485175189312,79698261,79698261
1485175193011,81796413,81796413
1485175196862,81796413,81796413
1485175200135,83683276,83683276
1485175203752,77113096,77113096
1485175207710,72295775,72295775
1485175210734,72295775,72295775
1485175214048,73004774,73004774
1485175217259,74115878,74115878
1485175220676,66624503,66624503
1485175224745,66624503,66624503
1485175228541,66624503,66624503
1485175231576,66624503,66624503
1485175235605,66624503,66624503
1485175239106,66624503,66624503
1485175242498,66624503,66624503
1485175246174,68804863,68804863
1485175249444,68804863,68804863
1485175253148,68804863,68804863
1485175256673,68804863,68804863
1485175261543,68804863,68804863
1485175264553,68804863,68804863
1485175267980,73019734,73019734
1485175271011,73019734,73019734
1485175274425,73019734,73019734
1485175278957,73019734,73019734
1485175283098,73806585,73806585
1485175286177,73806585,73806585
1485175289755,73806585,73806585
1485175293176,73806585,73806585
1485175296724,78331127,78331127
1485175300670,78331127,78331127
1485175303843,77313071,77313071
1485175307433,77313071,77313071
1485175310706,77313071,77313071
1485175314004,79355132,79355132
1485175317646,80832657,80832657
1485175321359,80832657,80832657
1485175324613,80832657,80832657
1485175327905,80832657,80832657
1485175331459,80832657,80832657
1485175335112,80832657,80832657
1485175338641,82746472,82746472
1485175341975,82746472,82746472
1485175345135,82746472,82746472
1485175348316,82746472,82746472
1485175352448,82746472,82746472
1485175355869,82746472,82746472
1485175359493,82746472,82746472
1485175362698,82746472,82746472
1485175365932,84970822,84970822
1485175369051,83602998,83602998
1485175373117,83602998,83602998
1485175377127,83602998,83602998
1485175380162,83602998,83602998
1485175383567,87066644,87066644
1485175387588,88841312,88841312
1485175390757,88841312,88841312
1485175394221,88841312,88841312
1485175397842,90545256,90545256
1485175401221,90545337,90545337
1485175404688,92144729,92144729
1485175408380,93554417,93554417
1485175411421,94177425,94177425
1485175414630,94177425,94177425
1485175417665,94177425,94177425
1485175420900,94177425,94177425
1485175423939,96487278,96487278
1485175427044,88733616,88733616
1485175430224,88528391,88528391
1485175433547,90332479,90332479
1485175436562,90332479,90332479
1485175439584,90332479,90332479
1485175442865,94405824,94405824
1485175446191,94405824,94405824
1485175449271,94405824,94405824
1485175452315,94405824,94405824
1485175455473,91559500,91559500
1485175458553,88924147,88924147
1485175461611,80474609,80474609
1485175464637,82569594,82569594
1485175467659,77819267,77819267
1485175470784,77819267,77819267
1485175473806,77819267,77819267
1485175476813,77819267,77819267
