timestamp_ms,max_in_bytes,peak_max_in_bytes,peak_used_in_bytes,used_in_bytes
1485174520456,279183360,279183360,71630848,40000664
1485174523619,279183360,279183360,71630848,45732104
1485174527116,279183360,279183360,71630848,51463264
1485174530139,279183360,279183360,71630848,61807080
1485174533324,279183360,279183360,71630848,70677624
1485174536326,279183360,279183360,71630848,11447664
1485174539733,279183360,279183360,71630848,23160120
1485174542772,279183360,279183360,71630848,30429680
1485174546059,279183360,279183360,71630848,45018784
1485174549077,279183360,279183360,71630848,62134096
1485174552771,279183360,279183360,71630848,9268384
1485174556114,279183360,279183360,71630848,23147536
1485174559132,279183360,279183360,71630848,36560624
1485174562316,279183360,279183360,71630848,47467896
1485174565416,279183360,279183360,71630848,59452576
1485174568743,279183360,279183360,71630848,2381224
1485174571769,279183360,279183360,71630848,22267672
1485174574920,279183360,279183360,71630848,41788520
1485174578098,279183360,279183360,71630848,57311896
1485174581386,279183360,279183360,71630848,67540944
1485174584476,279183360,279183360,71630848,9762056
1485174587494,279183360,279183360,71630848,31132288
1485174590721,279183360,279183360,71630848,49142184
1485174593964,279183360,279183360,71630848,59272488
1485174598604,279183360,279183360,71630848,10378328
1485174601860,279183360,279183360,71630848,22348360
1485174605390,279183360,279183360,71630848,34404272
1485174608410,279183360,279183360,71630848,50087696
1485174611673,279183360,279183360,71630848,68675936
1485174614707,279183360,279183360,71630848,4382496
1485174617733,279183360,279183360,71630848,13972792
1485174620758,279183360,279183360,71630848,24412512
1485174622971,279183360,279183360,71630848,36561600
1485174626479,279183360,279183360,71630848,47408096
1485174629868,279183360,279183360,71630848,50308488
1485174633051,279183360,279183360,71630848,51970456
1485174636196,279183360,279183360,71630848,60999208
1485174639671,279183360,279183360,71630848,25654480
1485174642687,279183360,279183360,71630848,11082256
1485174645706,279183360,279183360,71630848,1874008
1485174647965,279183360,279183360,71630848,45876760
1485174650987,279183360,279183360,71630848,31905208
1485174655267,279183360,279183360,71630848,69716416
1485174658743,279183360,279183360,71630848,25792600
1485174661842,279183360,279183360,71630848,13197672
1485174665012,279183360,279183360,71630848,37361368
1485174668069,279183360,279183360,71630848,9098168
1485174671177,279183360,279183360,71630848,52319736
1485174674502,279183360,279183360,71630848,18770880
1485174679394,279183360,279183360,71630848,52798904
1485174682490,279183360,279183360,71630848,8666840
1485174685600,279183360,279183360,71630848,27024088
1485174689029,279183360,279183360,71630848,63323312
1485174692466,279183360,279183360,71630848,27305064
1485174695560,279183360,279183360,71630848,12583136
1485174698603,279183360,279183360,71630848,6656696
1485174702094,279183360,279183360,71630848,48666280
1485174705213,279183360,279183360,71630848,11490856
1485174708719,279183360,279183360,71630848,48986976
1485174712915,279183360,279183360,71630848,36157872
1485174715989,279183360,279183360,71630848,27177400
1485174720337,279183360,279183360,71630848,14761432
1485174722780,279183360,279183360,71630848,55566744
1485174725795,279183360,279183360,71630848,49275968
1485174728809,279183360,279183360,71630848,45715832
1485174732424,279183360,279183360,71630848,41830760
1485174735587,279183360,279183360,71630848,43343184
1485174738646,279183360,279183360,71630848,39239568
1485174742964,279183360,279183360,71630848,14975680
1485174745455,279183360,279183360,71630848,2160432
1485174748472,279183360,279183360,71630848,64149216
1485174751486,279183360,279183360,71630848,6821800
1485174756099,279183360,279183360,71630848,63414544
1485174759219,279183360,279183360,71630848,57401112
1485174761315,279183360,279183360,71630848,39840792
1485174766069,279183360,279183360,71630848,12778144
1485174769128,279183360,279183360,71630848,27427576
1485174772856,279183360,279183360,71630848,37018288
1485174776579,279183360,279183360,71630848,68052296
1485174780364,279183360,279183360,71630848,31972040
1485174783823,279183360,279183360,71630848,67049680
1485174787124,279183360,279183360,71630848,69724640
1485174790588,279183360,279183360,71630848,12284664
1485174793719,279183360,279183360,71630848,33256848
1485174798109,279183360,279183360,71630848,56933368
1485174801694,279183360,279183360,71630848,64398832
1485174805114,279183360,279183360,71630848,5018120
1485174808159,279183360,279183360,71630848,49372008
1485174811468,279183360,279183360,71630848,64880296
1485174814941,279183360,279183360,71630848,65212440
1485174818181,279183360,279183360,71630848,28457976
1485174821950,279183360,279183360,71630848,52880
1485174825073,279183360,279183360,71630848,38993760
1485174828260,279183360,279183360,71630848,1387824
1485174830898,279183360,279183360,71630848,30832040
1485174834486,279183360,279183360,71630848,12152032
1485174837664,279183360,279183360,71630848,69253464
1485174840772,279183360,279183360,71630848,16317448
1485174843855,279183360,279183360,71630848,6641240
1485174848284,279183360,279183360,71630848,59595992
1485174851725,279183360,279183360,71630848,25252128
1485174854927,279183360,279183360,71630848,62670568
1485174858407,279183360,279183360,71630848,63830000
1485174861878,279183360,279183360,71630848,40777320
1485174864925,279183360,279183360,71630848,28280864
1485174868182,279183360,279183360,71630848,33717736
1485174872906,279183360,279183360,71630848,26922408
1485174875931,279183360,279183360,71630848,44613832
1485174879381,279183360,279183360,71630848,16300344
1485174883507,279183360,279183360,71630848,26091328
1485174886523,279183360,279183360,71630848,33209672
1485174890044,279183360,279183360,71630848,43954840
1485174893990,279183360,279183360,71630848,48015856
1485174897277,279183360,279183360,71630848,11862808
