timestamp_ms,count
1485174343923,40
1485174346962,40
1485174349973,43
1485174353030,49
1485174356044,49
1485174359189,49
1485174362225,49
1485174365248,50
1485174368308,50
1485174371583,51
1485174374604,52
1485174377660,52
1485174380684,52
1485174383731,52
1485174386867,52
1485174389940,52
1485174392950,54
1485174395972,54
1485174398992,54
1485174402040,56
1485174405250,59
1485174408300,59
1485174412607,59
1485174416072,59
1485174419098,61
1485174422386,62
1485174425421,62
1485174429191,62
1485174432073,63
1485174435575,65
1485174438057,65
1485174441359,56
1485174444890,59
1485174448274,59
1485174451563,59
1485174454666,59
1485174457217,59
1485174460880,59
1485174464640,55
1485174467687,55
1485174470745,55
1485174474498,56
1485174477604,56
1485174480666,56
1485174483699,54
1485174485745,54
1485174489740,54
1485174491999,54
1485174495857,54
1485174499179,54
1485174502275,54
1485174505438,54
1485174508475,53
1485174511519,53
1485174514533,53
1485174517263,53
1485174520362,53
1485174523584,53
1485174526982,53
1485174530137,53
1485174533322,53
1485174536344,53
1485174539750,54
1485174542774,54
1485174546012,54
1485174549230,55
1485174552822,56
1485174556112,56
1485174559130,56
1485174562323,56
1485174565539,56
1485174568758,58
1485174571767,59
1485174574979,59
1485174578150,60
1485174581456,58
1485174584478,58
1485174587509,58
1485174590729,59
1485174593958,60
1485174598585,60
1485174602373,56
1485174605392,56
1485174608414,56
1485174611678,56
1485174614710,56
1485174617743,58
1485174620764,58
1485174622974,59
1485174626477,58
1485174629992,59
1485174633180,60
1485174636194,60
1485174639366,60
1485174642688,60
1485174645708,60
1485174647962,60
1485174650985,55
1485174655668,55
1485174658801,56
1485174661882,56
1485174664936,56
1485174668031,56
1485174671215,56
1485174674498,53
1485174679393,53
1485174682505,53
1485174685704,53
1485174689054,53
1485174692354,53
1485174695484,53
1485174698605,53
1485174702092,53
1485174705215,53
1485174709041,54
1485174712912,54
1485174717189,55
1485174720373,55
1485174722769,55
1485174725792,55
1485174730080,55
1485174732326,55
1485174735432,55
1485174738644,56
1485174743026,55
1485174745314,56
1485174748464,58
1485174752836,59
1485174756101,60
1485174759120,60
1485174762378,61
1485174766017,62
1485174769635,59
1485174773068,62
1485174777341,63
1485174780438,65
1485174783677,65
1485174787497,66
1485174790681,67
1485174793985,67
1485174798647,60
1485174801893,60
1485174805139,60
1485174808350,60
1485174811465,60
1485174814865,61
1485174818048,63
1485174822003,61
1485174825064,61
1485174828193,62
1485174830947,62
1485174834489,62
1485174837657,63
1485174840766,63
1485174844202,64
1485174848504,62
1485174851787,63
1485174854982,64
1485174858568,65
1485174861875,65
1485174864949,65
1485174869199,65
1485174872817,67
1485174875936,65
1485174879227,65
1485174883240,65
1485174886525,66
1485174890196,67
1485174893992,67
1485174897275,67
1485174900963,67
1485174905155,67
1485174908205,64
1485174911722,64
1485174915566,64
1485174918953,64
1485174922280,64
1485174925401,64
1485174928541,64
1485174936111,62
1485174939145,62
1485174942299,62
1485174945561,62
1485174948910,62
1485174952089,62
1485174955159,62
1485174958839,62
1485174962412,60
1485174965565,60
1485174969080,60
1485174972486,60
1485174975904,60
1485174980817,61
1485174983483,61
1485174986684,59
1485174990037,59
1485174993721,59
1485174996867,59
1485175001272,59
1485175004205,61
1485175007349,61
1485175011923,61
1485175014944,61
1485175018121,61
1485175022662,61
1485175026151,61
1485175029400,63
1485175033127,63
1485175036912,61
1485175039964,61
1485175044904,62
1485175047923,62
1485175051271,62
1485175054896,62
1485175058738,63
1485175062191,63
1485175065658,61
1485175069320,61
1485175072460,61
1485175075934,61
1485175079402,62
1485175082737,62
1485175086934,61
1485175090576,61
1485175093594,61
1485175096764,61
1485175100637,62
1485175103771,62
1485175108811,62
1485175114031,59
1485175119372,59
1485175122410,59
1485175125433,59
1485175128965,59
1485175132584,59
1485175135612,59
1485175141033,59
1485175143641,59
1485175146761,59
1485175150212,59
1485175154313,59
1485175157483,60
1485175160872,60
1485175164733,60
1485175167746,60
1485175171108,61
1485175175117,61
1485175178134,61
1485175182652,61
1485175185715,61
1485175189312,62
1485175193011,62
1485175196862,62
1485175200135,62
1485175203752,62
1485175207710,59
1485175210734,59
1485175214048,59
1485175217259,60
1485175220676,60
1485175224745,60
1485175228541,60
1485175231576,60
1485175235605,60
1485175239106,60
1485175242498,61
1485175246174,61
1485175249444,61
1485175253148,62
1485175256673,63
1485175261543,63
1485175264553,64
1485175267980,64
1485175271011,64
1485175274425,61
1485175278957,61
1485175283098,62
1485175286177,62
1485175289755,62
1485175293176,62
1485175296724,62
1485175300670,63
1485175303843,60
1485175307433,61
1485175310706,61
1485175314004,61
1485175317646,61
1485175321359,61
1485175324613,61
1485175327905,62
1485175331459,62
1485175335112,60
1485175338641,60
1485175341975,60
1485175345135,60
1485175348316,60
1485175352448,61
1485175355869,61
1485175359493,61
1485175362698,63
1485175365932,64
1485175369051,62
1485175373117,63
1485175377127,64
1485175380162,64
1485175383567,65
1485175387588,65
1485175390757,69
1485175394221,70
1485175397842,75
1485175401221,71
1485175404688,71
1485175408380,71
1485175411421,71
1485175414630,71
1485175417665,73
1485175420900,74
1485175423939,71
1485175427044,71
1485175430224,72
1485175433547,67
1485175436562,69
1485175439584,69
1485175442865,70
1485175446191,70
1485175449271,71
1485175452315,71
1485175455473,71
1485175458553,71
1485175461611,73
1485175464637,73
1485175467659,73
1485175470784,73
1485175473806,73
1485175476813,73
