timestamp_ms,server_open
1485174520699,26
1485174523719,26
1485174526983,26
1485174530136,26
1485174533342,26
1485174536360,26
1485174539731,26
1485174542771,26
1485174546058,26
1485174549076,26
1485174552770,26
1485174556170,26
1485174559188,26
1485174562315,26
1485174565423,26
1485174568876,26
1485174571893,26
1485174574919,26
1485174578093,26
1485174581451,26
1485174584475,26
1485174587493,26
1485174590719,26
1485174594030,26
1485174598602,26
1485174601852,26
1485174605389,26
1485174608410,26
1485174611669,26
1485174614704,26
1485174617732,26
1485174620757,26
1485174623795,26
1485174626876,26
1485174629889,26
1485174633050,26
1485174636208,26
1485174639636,26
1485174642686,26
1485174645705,26
1485174648721,26
1485174651857,26
1485174655266,26
1485174658740,26
1485174661841,26
1485174664978,26
1485174668026,26
1485174671082,26
1485174674484,26
1485174679885,26
1485174682903,26
1485174686235,26
1485174689625,26
1485174692783,26
1485174695869,26
1485174699158,26
1485174702178,26
1485174705206,26
1485174708698,26
1485174713681,26
1485174716936,26
1485174720307,26
1485174723483,26
1485174726660,26
1485174729687,26
1485174733165,26
1485174736254,26
1485174739537,26
1485174742962,26
1485174746038,26
1485174749169,26
1485174752228,26
1485174756092,26
1485174759215,26
1485174762268,26
1485174766065,26
1485174769090,26
1485174772696,26
1485174776577,26
1485174780352,26
1485174783623,26
1485174787117,26
1485174790555,26
1485174793698,26
1485174798106,26
1485174801670,26
1485174805068,26
1485174808150,26
1485174811466,26
1485174814823,26
1485174818017,26
1485174821902,26
1485174825042,26
1485174828259,26
1485174831276,26
1485174834473,26
1485174837636,26
1485174840954,26
1485174843971,26
1485174848281,26
1485174851841,26
1485174854942,26
1485174858748,26
1485174861875,26
1485174864924,26
1485174868167,26
1485174872795,26
1485174875920,26
1485174879375,26
1485174883238,26
1485174886569,26
1485174890032,26
1485174894754,26
1485174897799,26
1485174900834,26
1485174904664,26
1485174908204,26
1485174911787,26
1485174915605,26
1485174918947,26
1485174922376,26
1485174926025,26
1485174929386,26
1485174936104,26
1485174939150,26
1485174942359,26
1485174945932,26
1485174948956,26
1485174952129,26
1485174955152,26
1485174958791,26
1485174962402,26
1485174965793,26
1485174969099,26
1485174972614,26
1485174976223,26
1485174980822,26
1485174983864,26
1485174986888,26
1485174990096,26
1485174993706,26
1485174997079,26
1485175000833,26
1485175004294,26
1485175007333,26
1485175010824,26
1485175014986,26
1485175018116,26
1485175021760,26
1485175026138,26
1485175029797,26
1485175033076,26
1485175036847,26
1485175040062,26
1485175043746,26
1485175047965,26
1485175051585,26
1485175054942,26
1485175059065,26
1485175062182,26
1485175065478,26
1485175069448,26
1485175072464,26
1485175075945,26
1485175079395,26
1485175082739,26
1485175086791,26
1485175090254,26
1485175093600,26
1485175097402,26
1485175100754,26
1485175103771,26
1485175107457,26
1485175114025,26
1485175117850,26
1485175122406,26
1485175125424,26
1485175128852,26
1485175132576,26
1485175135605,26
1485175139538,26
1485175144084,26
1485175147104,26
1485175150326,26
1485175154325,26
1485175157480,26
1485175161089,26
1485175164723,26
1485175167754,26
1485175171235,26
1485175175064,26
1485175178238,26
1485175181500,26
1485175185712,26
1485175189313,26
1485175193113,26
1485175196858,26
1485175200350,26
1485175204065,26
1485175207706,26
1485175210728,26
1485175214045,26
1485175217205,26
1485175220860,26
1485175224615,26
1485175228161,26
1485175231592,26
1485175235497,26
1485175238943,26
1485175242713,26
1485175246105,26
1485175249699,26
1485175253127,26
1485175256808,26
1485175260253,26
1485175264685,26
1485175268118,26
1485175271136,26
1485175274781,26
1485175278958,26
1485175282074,26
1485175286345,26
1485175290086,26
1485175293156,26
1485175296651,26
1485175300792,26
1485175303819,26
1485175307376,26
1485175310693,26
1485175314031,26
1485175318151,26
1485175321418,26
1485175324439,26
1485175327905,26
1485175331309,26
1485175334487,26
1485175338508,26
1485175341831,26
1485175345074,26
1485175348974,26
1485175352842,26
1485175356226,26
1485175359492,26
1485175362691,26
1485175366013,26
1485175369081,26
1485175373113,26
1485175377082,26
1485175380238,26
1485175383767,26
1485175387468,26
1485175391144,26
1485175394521,26
1485175398145,26
1485175401239,26
1485175404825,26
1485175408399,26
1485175411417,26
1485175414480,26
1485175417659,26
1485175420920,26
1485175423997,26
1485175427014,26
1485175430204,26
1485175433408,26
1485175436562,26
1485175439757,26
1485175442885,26
1485175446250,26
1485175449267,26
1485175452308,26
1485175455434,26
1485175458589,26
1485175461609,26
1485175464625,26
1485175467669,26
1485175470795,26
1485175473811,26
1485175476824,26
