timestamp_ms,operations
1485174277722,0
1485174280768,0
1485174283784,0
1485174286793,0
1485174289808,121
1485174292817,193
1485174295826,356
1485174298836,356
1485174301843,514
1485174304868,514
1485174307890,720
1485174310899,720
1485174313909,1050
1485174316928,1150
1485174319940,1261
1485174322963,1485
1485174325974,1489
1485174328984,1509
1485174332012,1775
1485174335058,1815
1485174338074,1815
1485174341087,2168
1485174344109,2296
1485174347289,2296
1485174350352,2488
1485174353375,2556
1485174356391,2777
1485174359458,2777
1485174362486,2777
1485174365508,2959
1485174368729,3145
1485174371879,3145
1485174374912,3216
1485174377950,3385
1485174381201,3554
1485174384300,3554
1485174387318,3829
1485174390349,4006
1485174393648,4006
1485174396665,4006
1485174399714,4249
1485174402762,4250
1485174405778,4365
1485174408805,4396
1485174412456,4429
1485174415945,4545
1485174419082,4668
1485174422333,4767
1485174425398,4852
1485174429130,4954
1485174432387,5066
1485174435567,5203
1485174438586,5316
1485174441748,5430
1485174444853,5516
1485174448398,5601
1485174451504,5707
1485174454660,5788
1485174457679,5918
1485174460858,5994
1485174463887,6082
1485174468491,6235
1485174471546,6344
1485174474576,6467
1485174477598,6555
1485174480615,6634
1485174483688,6772
1485174486731,6870
1485174489761,6975
1485174492814,7057
1485174495842,7165
1485174499167,7253
1485174502252,7390
1485174505434,7490
1485174508451,7597
1485174511634,7721
1485174514650,7809
1485174517673,7949
1485174520689,8043
1485174523714,8155
1485174526976,8286
1485174530128,8374
1485174533337,8530
1485174536354,8655
1485174539693,8720
1485174542762,8823
1485174546004,8899
1485174549071,9005
1485174552695,9090
1485174556165,9188
1485174559183,9248
1485174562311,9344
1485174565421,9420
1485174568869,9486
1485174571888,9561
1485174574918,9642
1485174578089,9729
1485174581442,9803
1485174584471,9884
1485174587491,9956
1485174590715,10050
1485174594006,10164
1485174598576,10339
1485174601851,10475
1485174605383,10608
1485174608406,10690
1485174611662,10802
1485174614698,10894
1485174617727,10996
1485174620754,11102
1485174623790,11162
1485174626809,11260
1485174629889,11337
1485174633045,11403
1485174636204,11448
1485174639278,11537
1485174642683,11619
1485174645701,11687
1485174648720,11762
1485174651853,11821
1485174655263,11902
1485174658738,11998
1485174661838,12081
1485174664932,12179
1485174668022,12271
1485174671081,11590
1485174674479,11709
1485174679862,11921
1485174682900,12042
1485174686191,12142
1485174689597,12262
1485174692778,12416
1485174695866,12490
1485174699155,12592
1485174702176,12689
1485174705202,12760
1485174708694,12894
1485174713681,13083
1485174716914,13200
1485174720304,13290
1485174723478,13374
1485174726554,13453
1485174729679,13502
1485174733087,13593
1485174736250,13674
1485174739426,13791
1485174742959,13893
1485174746037,13984
1485174749165,14060
1485174752226,14128
1485174756088,14213
1485174759115,14301
1485174762259,14382
1485174765956,14489
1485174769080,14581
1485174772687,14719
1485174776564,14795
1485174780348,14898
1485174783626,15001
1485174787115,15094
1485174790551,15206
1485174793698,15302
1485174798049,15502
1485174801669,15616
1485174804960,15691
1485174808148,15819
1485174811460,15938
1485174814805,16037
1485174818014,16135
1485174821888,16224
1485174825014,16314
1485174828099,16395
1485174831272,16467
1485174834472,16537
1485174837635,16653
1485174840950,16786
1485174843970,16874
1485174848278,16992
1485174851839,17110
1485174854936,17228
1485174858674,15814
1485174861871,15883
1485174864920,15949
1485174868159,16026
1485174872792,16137
1485174875914,16188
1485174879371,16260
1485174883217,16323
1485174886542,16398
1485174890023,16480
1485174894711,16633
1485174897794,16695
1485174900828,16745
1485174904663,16815
1485174908169,16910
1485174911763,15983
1485174915603,16042
1485174918944,16127
1485174922373,16182
1485174925965,16263
1485174929385,16354
1485174936095,16491
1485174939139,16541
1485174942356,16581
1485174945671,16675
1485174948952,16729
1485174952124,16811
1485174955148,16897
1485174958790,16982
1485174962399,17065
1485174965545,17183
1485174969096,17281
1485174972478,17384
1485174976074,17485
1485174980812,17593
1485174983860,17666
1485174986884,17761
1485174990090,17812
1485174993704,17906
1485174996842,17991
1485175000791,18084
1485175004284,18147
1485175007328,18233
1485175010822,18329
1485175014934,18428
1485175018107,18493
1485175021750,18607
1485175026123,18726
1485175029232,18820
1485175033074,18924
1485175036845,19013
1485175039930,19092
1485175043737,19184
1485175047951,19284
1485175051366,19327
1485175054940,19393
1485175058920,19462
1485175062181,19536
1485175065477,19582
1485175069435,19675
1485175072457,19710
1485175075933,19792
1485175079390,19867
1485175082728,19943
1485175086789,20015
1485175090253,20159
1485175093598,20219
1485175097400,20301
1485175100633,20341
1485175103767,20410
1485175107453,20510
1485175114022,20667
1485175117849,20751
1485175122401,20848
1485175125420,20950
1485175128851,21043
1485175132572,21144
1485175135601,21244
1485175139472,21322
1485175144079,21439
1485175147099,21505
1485175150322,21569
1485175154318,21642
1485175157474,21696
1485175160956,21773
1485175164718,21835
1485175167748,21915
1485175171230,21976
1485175175062,22057
1485175178129,22101
1485175181497,22159
1485175185708,22242
1485175189301,22303
1485175193109,22353
1485175196853,22420
1485175200128,22478
1485175204063,22596
1485175207693,22673
1485175210724,22737
1485175214039,22809
1485175217200,22882
1485175220772,22989
1485175224582,23078
1485175228151,23148
1485175231575,23245
1485175235443,23344
1485175238934,23437
1485175242484,23518
1485175246091,23576
1485175249691,23654
1485175253105,23740
1485175256806,23797
1485175260251,23822
1485175264617,23899
1485175268116,23965
1485175271136,23993
1485175274702,24067
1485175278959,24152
1485175282040,24238
1485175286173,24416
1485175290084,24515
1485175293139,24606
1485175296643,24695
1485175300786,24796
1485175303814,24869
1485175307373,24937
1485175310690,25031
1485175314029,25103
1485175318129,25196
1485175321416,25265
1485175324433,25328
1485175327902,25400
1485175331306,25471
1485175334484,25528
1485175338505,25643
1485175341825,25698
1485175345071,25766
1485175348971,25861
1485175352821,25932
1485175356202,26085
1485175359478,26212
1485175362690,26328
1485175366010,26428
1485175369067,26561
1485175373112,26643
1485175376964,26751
1485175380235,26823
1485175383771,26894
1485175387468,26985
1485175391141,27045
1485175394521,27092
1485175398132,25144
1485175401238,23213
1485175404769,19293
1485175408397,14814
1485175411412,10295
1485175414483,10445
1485175417639,10622
1485175420921,10744
1485175423991,10924
1485175427016,11188
1485175430210,11340
1485175433403,11578
1485175436559,11700
1485175439590,11872
1485175442884,11972
1485175446246,12061
1485175449268,12056
1485175452308,12266
1485175455438,12266
1485175458579,12266
1485175461606,12348
1485175464623,12348
1485175467666,12428
1485175470793,12490
1485175473810,12490
1485175476822,12635
